,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,TRA
Arrdc3,0.9016,0.09840000000000004,2.21513006813274,5.5047298e-05,2.793224e-05,0.0,0.25,1.0333136,1.0800362,1.2191691,-3.4374676,4.7691565,0.7957436,0.34695324,0.3819149572394279,0.23419516263552465,0.5141835,0.2662517,False,WT vs Aire_KO,WT,Aire_KO,False
Sos1,0.8986,0.10140000000000005,2.1817648179880735,7.450629e-05,3.8163962e-05,0.0,0.25,1.0331501,1.0224419,1.4092793,-4.37846,6.2249107,0.9916514,0.44703615,0.46002033371213724,0.25671392827355566,0.6654155,0.32049102,False,WT vs Aire_KO,WT,Aire_KO,False
Ptprn2,0.915,0.08499999999999996,2.3762727020671153,5.548356e-05,1.6771037e-05,0.0,0.25,1.033013,0.8769765,2.3550882,-6.228463,10.435409,0.61580145,0.11276052,0.13677411638059522,0.07906588824019989,0.42846724,0.08954745,False,WT vs Aire_KO,WT,Aire_KO,True
Gpcpd1,0.8928,0.10719999999999996,2.1196662609074846,0.000114515235,5.0872284e-05,0.0,0.25,1.032868,0.9953613,1.4229944,-4.6552286,6.6271887,1.6087542,0.6532165,0.5859697386520498,0.39182652210174174,1.0739905,0.48327827,False,WT vs Aire_KO,WT,Aire_KO,False
Agrn,0.9018,0.09819999999999995,2.217386459882509,3.4845896e-05,1.716783e-05,0.0,0.25,1.0327837,1.0874233,1.5811454,-4.9755287,5.9121456,0.40463948,0.14762269,0.26164703067999573,0.11192660550458589,0.28953522,0.10823323,False,WT vs Aire_KO,WT,Aire_KO,False
Eppk1,0.931,0.06899999999999995,2.6021526384934215,0.00013963295,6.392152e-05,0.0,0.25,1.0325726,1.1341286,2.3592093,-7.5180073,8.084869,1.8861892,0.6098432,0.44668381077690433,0.2181818181818137,1.3415232,0.4878867,False,WT vs Aire_KO,WT,Aire_KO,True
Flg,0.9384,0.06159999999999999,2.723514275118579,0.0001162377,6.033551e-05,0.0,0.25,1.0305545,1.150907,2.7998123,-11.11805,10.553287,1.3381981,0.68607235,0.10328329645355798,0.052543786488740724,0.8000773,0.48337293,False,WT vs Aire_KO,WT,Aire_KO,False
Synm,0.8968,0.10319999999999996,2.1621639329620264,3.5606095e-05,1.3828285e-05,0.0,0.25,1.0297865,1.007875,1.7401053,-6.357147,8.145268,0.29059038,0.083236076,0.11632079421086784,0.04820683903252716,0.18184158,0.050766405,False,WT vs Aire_KO,WT,Aire_KO,False
Raph1,0.8896,0.11040000000000005,2.0866617103146234,6.678781e-05,3.242436e-05,0.0,0.25,1.0288818,1.0715632,1.2268435,-3.5770016,4.6356153,0.932565,0.41550958,0.4696489444411619,0.28356964136780005,0.6104389,0.28525048,False,WT vs Aire_KO,WT,Aire_KO,False
Dnajb4,0.8942,0.1058,2.134378861040908,3.6978552e-05,1.8126168e-05,0.0,0.25,1.0278473,1.0801525,1.3189607,-4.242523,5.9301767,0.5084009,0.21250942,0.30464685126489466,0.1569641367806479,0.33745295,0.14872931,False,WT vs Aire_KO,WT,Aire_KO,False
Socs2,0.8934,0.10660000000000003,2.125950814570843,6.4595486e-05,3.0702322e-05,0.0,0.25,1.0275674,1.082242,1.1638075,-6.4160624,5.695655,0.89514065,0.2081727,0.3628371508881306,0.12460383653044038,0.5597788,0.1457796,False,WT vs Aire_KO,WT,Aire_KO,False
Prss29,0.9598,0.040200000000000014,3.172857695461819,2.7054817e-05,5.5509595e-06,0.0,0.25,1.0272871,1.0683565,3.5718186,-8.735302,10.875406,0.6807,0.0,0.05292745649183712,0.0,0.37393594,0.0,True,WT vs Aire_KO,WT,Aire_KO,False
Mapk13,0.9226,0.07740000000000002,2.4782088721680138,8.776765e-05,6.342166e-05,0.0,0.25,1.0246751,1.1614041,1.8948151,-5.9777822,6.412367,1.1374128,0.8463788,0.42019018001319053,0.2680567139282676,0.7182642,0.51210064,False,WT vs Aire_KO,WT,Aire_KO,True
Fam234a,0.9036,0.09640000000000004,2.2378804903097573,5.2409036e-05,2.6839092e-05,0.0,0.25,1.0233248,1.0616784,1.5883313,-4.9449472,6.9109173,0.60485965,0.27222547,0.31026852460979104,0.17881567973310764,0.4092711,0.21299577,False,WT vs Aire_KO,WT,Aire_KO,False
Ptprc,0.9128,0.08720000000000006,2.3483123639093413,6.1077786e-05,2.9622495e-05,0.0,0.25,1.0229692,1.0735464,1.8592209,-6.263094,7.71453,0.23897958,0.07022522,0.0647090485018843,0.02568807339449533,0.15994275,0.051523864,False,WT vs Aire_KO,WT,Aire_KO,True
Syt7,0.9174,0.0826,2.407533791471142,4.3251104e-05,1.693546e-05,0.0,0.25,1.0228965,1.1320987,1.715951,-5.3483934,6.3019285,0.5115722,0.16213474,0.2010047245978156,0.1082568807339438,0.30748668,0.113803044,False,WT vs Aire_KO,WT,Aire_KO,False
Nrip1,0.9,0.09999999999999998,2.1972244884473358,8.486777e-05,4.159075e-05,0.0,0.25,1.0210482,1.0803328,1.4537839,-5.2697697,5.3939886,1.202476,0.4200136,0.5075055319658365,0.25371142618848486,0.80064005,0.30908632,False,WT vs Aire_KO,WT,Aire_KO,False
Atp2a3,0.8954,0.10460000000000003,2.1471269097419454,0.00011712339,5.3650434e-05,0.0,0.25,1.0205634,0.94339705,2.1349807,-7.2545223,7.596303,1.4498535,0.6633895,0.3273727647868162,0.2390325271059165,1.0158631,0.48915926,False,WT vs Aire_KO,WT,Aire_KO,False
Stau1,0.9018,0.09819999999999995,2.217386459882509,4.9797673e-05,2.4765108e-05,0.0,0.25,1.0194199,1.0518131,0.83087075,-2.7160845,3.7163658,0.68725866,0.30341727,0.4401052568626639,0.24170141784820165,0.43366054,0.20199317,False,WT vs Aire_KO,WT,Aire_KO,False
Ncoa6,0.8866,0.11339999999999995,2.056472454112928,3.6258087e-05,1.81891e-05,0.0,0.25,1.0193539,1.0342345,0.97457826,-2.4744654,4.289956,0.49746278,0.21501113,0.34543388553318544,0.18065054211842868,0.3320065,0.15458812,False,WT vs Aire_KO,WT,Aire_KO,False
Klk1b9,0.9476,0.0524,2.8950257006709337,6.09732e-05,2.4227149e-05,0.0,0.25,1.0180925,1.3506832,2.9461167,-9.83832,10.080696,1.0092026,0.13144284,0.1116560014353166,0.024353628023352725,0.56122106,0.09907252,True,WT vs Aire_KO,WT,Aire_KO,True
Flna,0.9102,0.08979999999999999,2.316079279902416,7.651597e-05,3.631753e-05,0.0,0.25,1.0175643,1.0287881,1.7912682,-5.7175674,6.490755,0.99405235,0.48506775,0.38376891334253205,0.2331943286071677,0.68399006,0.29471257,False,WT vs Aire_KO,WT,Aire_KO,False
2900052N01Rik,0.901,0.09899999999999998,2.2083853175624317,3.4923327e-05,1.6964026e-05,0.0,0.25,1.0173188,1.0747757,1.4804487,-4.017933,7.193433,0.3131362,0.117764734,0.14592428682494785,0.07806505421184295,0.18230535,0.070435986,False,WT vs Aire_KO,WT,Aire_KO,True
Alg13,0.8834,0.11660000000000004,2.0250287508026448,2.3943574e-05,1.0343577e-05,0.0,0.25,1.0172349,0.963532,1.2876166,-3.211771,5.8946676,0.29100695,0.11976622,0.18886430237426277,0.10091743119265961,0.19231714,0.07936129,False,WT vs Aire_KO,WT,Aire_KO,False
Ubn2,0.8832,0.11680000000000001,2.0230885308347335,0.00010321106,4.9913244e-05,0.0,0.25,1.0167968,1.0426416,0.9924112,-2.5658808,4.2659006,1.5221506,0.6985915,0.6549249446804065,0.4370308590491966,1.0044165,0.48920712,False,WT vs Aire_KO,WT,Aire_KO,False
Tacstd2,0.9052,0.0948,2.256386410060462,0.00016639155,7.8624646e-05,0.0,0.25,1.0161417,1.0022793,1.7868763,-6.0049057,6.8285103,2.0872052,0.5394487,0.43059625620480724,0.17197664720600192,1.2700865,0.39210063,False,WT vs Aire_KO,WT,Aire_KO,True
Tob1,0.889,0.11099999999999999,2.0805669553600783,0.00016020855,7.552831e-05,0.0,0.25,1.0157185,1.04074,1.1125804,-3.2259445,4.4983664,2.4922006,0.9636577,0.7378147239998362,0.5000834028356834,1.5867977,0.68164885,False,WT vs Aire_KO,WT,Aire_KO,False
Gm16136,0.9,0.09999999999999998,2.1972244884473358,1.6049902e-05,7.824897e-06,0.0,0.25,1.0156217,1.018115,1.7444435,-5.6732407,6.6152964,0.1999256,0.06321951,0.13324561928113898,0.05054211843202677,0.12529516,0.045250993,False,WT vs Aire_KO,WT,Aire_KO,False
Dhx9,0.891,0.10899999999999999,2.1009964647218955,0.0001208787,5.6784425e-05,0.0,0.25,1.0152376,1.0759969,1.0756779,-2.8149986,4.0631733,2.0693655,0.88675743,0.7116799234496264,0.4693911592994041,1.2227243,0.54748,False,WT vs Aire_KO,WT,Aire_KO,False
Ehd4,0.8888,0.11119999999999997,2.0785417778320103,3.0764553e-05,1.419608e-05,0.0,0.25,1.0149921,0.995626,1.0426925,-3.010684,4.6092463,0.40745148,0.1531271,0.25453023144549924,0.12360300250208345,0.24440092,0.10607784,False,WT vs Aire_KO,WT,Aire_KO,False
Akap6,0.912,0.08799999999999997,2.3383030729246803,2.703535e-05,1.2262455e-05,0.0,0.25,1.0135508,1.0068145,1.9907079,-4.821759,9.920554,0.29328075,0.13144259,0.1467615573231239,0.10492076730608735,0.17033885,0.092064776,False,WT vs Aire_KO,WT,Aire_KO,True
Cdh11,0.881,0.119,2.001934060141778,4.4664397e-05,2.0350264e-05,0.0,0.25,1.0131862,0.9621496,1.4459468,-3.4600506,6.878086,0.36684287,0.13694723,0.18318282399378238,0.09541284403669648,0.25707123,0.089546405,False,WT vs Aire_KO,WT,Aire_KO,False
Sema3f,0.912,0.08799999999999997,2.3383030729246803,3.45046e-05,1.848819e-05,0.0,0.25,1.0123914,1.0535846,1.5451269,-4.6876144,6.5547113,0.49285436,0.21284309,0.2979486872794862,0.15179316096747042,0.32291302,0.14095531,False,WT vs Aire_KO,WT,Aire_KO,False
Ap1g1,0.887,0.11299999999999999,2.060457086375625,6.7304274e-05,3.3033633e-05,0.0,0.25,1.0122138,1.0260139,0.7964837,-2.0220556,3.9748297,1.0619212,0.4807296,0.5772382034567852,0.3601334445371055,0.6606658,0.3337387,False,WT vs Aire_KO,WT,Aire_KO,False
Rhov,0.9006,0.09940000000000004,2.2039090047050345,3.77541e-05,1.8746168e-05,0.0,0.25,1.0114894,1.0649652,1.4768139,-4.556422,5.328018,0.5017636,0.14512059,0.265474552957372,0.10291909924937348,0.31804287,0.10607352,False,WT vs Aire_KO,WT,Aire_KO,True
Fam168a,0.8808,0.11919999999999997,2.0000277582379224,4.482318e-05,2.2013908e-05,0.0,0.25,1.0102751,1.0179801,1.0909373,-2.825244,4.66858,0.5807584,0.2675545,0.3639136415286427,0.20817347789824436,0.3911057,0.18466651,False,WT vs Aire_KO,WT,Aire_KO,False
Tjp1,0.885,0.11499999999999999,2.0406554409875968,6.404132e-05,3.0555628e-05,0.0,0.25,1.0102427,0.9856992,0.97280854,-2.2866774,4.8216057,0.9420075,0.40433353,0.49805633634356383,0.30058381984986793,0.5993665,0.27853233,False,WT vs Aire_KO,WT,Aire_KO,False
Kmt2c,0.8846,0.11539999999999995,2.036731136009663,0.00011711476,5.815332e-05,0.0,0.25,1.0093179,1.0245643,1.1111041,-3.544136,4.714596,1.683556,0.7568096,0.6930805573830011,0.46155129274394147,1.1277035,0.54452956,False,WT vs Aire_KO,WT,Aire_KO,False
Lmnb1,0.9134,0.08660000000000001,2.3558739806571807,2.4384064e-05,1.4897172e-05,0.0,0.25,1.0093057,1.1008205,1.7615969,-6.0534344,7.016817,0.286105,0.24053317,0.1380898271634433,0.11242702251876435,0.13823912,0.11084666,False,WT vs Aire_KO,WT,Aire_KO,False
Ly6d,0.9162,0.08379999999999999,2.391801565547517,0.0005385317,0.00020739084,0.0,0.25,1.0089551,1.0367017,2.1865294,-8.05729,8.179594,10.768068,2.2175198,0.5341785778363023,0.25054211843202123,6.215358,1.529636,False,WT vs Aire_KO,WT,Aire_KO,True
Car12,0.926,0.07399999999999995,2.5268090171060202,4.6973048e-05,2.3344339e-05,0.0,0.25,1.0089374,1.1606321,2.2908828,-7.65279,7.3943624,0.34758598,0.086071774,0.10250583099096611,0.02852376980817337,0.22855201,0.0746107,False,WT vs Aire_KO,WT,Aire_KO,False
Sgcd,0.8976,0.10240000000000005,2.1708377356475985,2.6153904e-05,7.3770793e-06,0.0,0.25,1.007815,0.79668903,1.9698563,-8.285875,9.362739,0.22229181,0.07089255,0.08940852819807225,0.061551292743953503,0.12238725,0.042430658,False,WT vs Aire_KO,WT,Aire_KO,False
Zfp711,0.9166,0.08340000000000003,2.397022753716137,3.077578e-05,1.5753592e-05,0.0,0.25,1.0065919,1.0255861,2.1167607,-5.959671,7.8770437,0.4364569,0.24587068,0.1701453262364695,0.1366138448707236,0.2524022,0.14112233,False,WT vs Aire_KO,WT,Aire_KO,False
Zbtb10,0.8872,0.11280000000000001,2.062454019591136,3.7393158e-05,1.7560315e-05,0.0,0.25,1.0065527,1.0217485,1.1850817,-3.7301826,5.2965145,0.47622886,0.18648785,0.2777345852520928,0.14178482068390108,0.3131056,0.12646067,False,WT vs Aire_KO,WT,Aire_KO,False
Fam71a,0.9166,0.08340000000000003,2.397022753716137,2.2910188e-05,1.2140198e-05,0.0,0.25,1.0062288,1.0449157,1.9187459,-6.243061,8.458482,0.17307489,0.050041754,0.10238622091979813,0.032193494578815554,0.13095982,0.034833115,False,WT vs Aire_KO,WT,Aire_KO,True
Wls,0.898,0.10199999999999998,2.1751971681145754,0.00016598127,8.311495e-05,0.0,0.25,1.0052574,1.0939298,1.3187727,-4.9147606,5.3524675,2.4292152,0.8927572,0.6566592907123426,0.3938281901584556,1.5582355,0.6212996,False,WT vs Aire_KO,WT,Aire_KO,False
Stx19,0.906,0.09399999999999997,2.26574442842753,2.5035875e-05,1.4322497e-05,0.0,0.25,1.005211,1.0655651,1.723399,-5.646697,6.5459013,0.20847805,0.10658874,0.11482566832126809,0.06638865721434539,0.1263224,0.076783925,False,WT vs Aire_KO,WT,Aire_KO,False
St8sia6,0.895,0.10499999999999998,2.1428632840524258,4.125155e-05,1.4933938e-05,0.0,0.25,1.0049657,0.949821,1.7097037,-5.232559,8.084355,0.27276918,0.026855696,0.08019855271813776,0.01618015012510426,0.17157733,0.020250227,False,WT vs Aire_KO,WT,Aire_KO,False
Sftpa1,0.9416,0.05840000000000001,2.780264505499244,3.6276233e-05,1.5771218e-05,0.0,0.25,1.0041441,1.1595998,2.555527,-8.025594,10.641056,0.49076036,0.08857385,0.06542670892889219,0.015012510425354474,0.296537,0.06330737,False,WT vs Aire_KO,WT,Aire_KO,True
Smg1,0.8836,0.11639999999999995,2.026971861655314,0.00010467524,5.139361e-05,0.0,0.25,1.0039587,0.99646044,0.9806518,-2.7215757,5.1222897,1.6460047,0.7102695,0.6921834818492411,0.46071726438697735,1.0746298,0.5124576,False,WT vs Aire_KO,WT,Aire_KO,False
Arhgef12,0.8912,0.10880000000000001,2.1030574540602425,0.00011348988,5.5527704e-05,0.0,0.25,1.0024081,1.0274081,0.9952183,-3.0469732,4.167383,1.6387053,0.7402965,0.6975061300162174,0.4597164303586204,1.0855339,0.5058837,False,WT vs Aire_KO,WT,Aire_KO,False
Hipk1,0.916,0.08399999999999996,2.389199457700236,0.00011777935,6.6010434e-05,0.0,0.25,1.0009546,1.0759559,1.738092,-4.9085026,6.0412016,1.637393,0.75197065,0.5928473177442103,0.3856547122602073,1.0794318,0.57478964,False,WT vs Aire_KO,WT,Aire_KO,False
Tet3,0.892,0.10799999999999998,2.1113348240739636,6.459816e-05,3.1656906e-05,0.0,0.25,1.00066,1.0441785,1.0537391,-3.51196,4.0254316,0.9700627,0.38181508,0.515519406734093,0.27239366138448096,0.6245466,0.2649057,False,WT vs Aire_KO,WT,Aire_KO,False
Gbp5,0.9046,0.09540000000000004,2.2494141848223137,5.1611143e-05,2.4889177e-05,0.0,0.25,1.0006336,1.0477357,1.5651783,-4.514263,5.9339485,0.579685,0.2400326,0.2376652114108101,0.12410341951626191,0.34866494,0.12573954,False,WT vs Aire_KO,WT,Aire_KO,False
Ly6g6e,0.9306,0.06940000000000002,2.595942538551336,2.062755e-05,9.010873e-06,0.0,0.25,1.0003092,1.2312355,1.865044,-7.3010406,7.039468,0.18007179,0.046038397,0.09485078643621536,0.026355296080066634,0.10306867,0.032077864,False,WT vs Aire_KO,WT,Aire_KO,True
Fam13a,0.9112,0.08879999999999999,2.328375660496781,4.3124364e-05,2.0104591e-05,0.0,0.25,1.0002217,1.0515747,1.6507355,-6.4002314,6.1494417,0.369355,0.11259371,0.17409245858501377,0.07005838198498748,0.25486782,0.086529054,False,WT vs Aire_KO,WT,Aire_KO,False
Rps17,0.8862,0.11380000000000001,2.0525000604838346,0.0006581351,0.0011951784,0.0,0.25,-1.0001494,-0.9939027,1.2644538,-5.780677,3.3036804,12.374889,20.526817,0.9605286765146673,0.9916597164303308,6.787577,12.027729,False,WT vs Aire_KO,WT,Aire_KO,False
Tulp2,0.9236,0.07640000000000002,2.4922962612450195,2.9086983e-05,7.0529386e-05,0.0,0.25,-1.0045146,-1.0370426,2.090807,-6.7889614,5.433419,0.37712935,1.0448815,0.17433167872734978,0.3467889908256797,0.2117746,0.6867907,False,WT vs Aire_KO,WT,Aire_KO,False
Cenpw,0.8928,0.10719999999999996,2.1196662609074846,1.9645859e-05,3.5434212e-05,0.0,0.25,-1.0048546,-0.9758496,1.5060985,-6.273219,3.7186966,0.23712343,0.35546094,0.1319897135338749,0.17514595496246554,0.11608141,0.18937734,False,WT vs Aire_KO,WT,Aire_KO,False
Creld2,0.8852,0.11480000000000001,2.0426220484803004,0.000100709185,0.00019860303,0.0,0.25,-1.0058829,-0.9908271,1.3995503,-6.0961113,4.4480934,1.7570689,2.854926,0.5831589019796016,0.7501251042535241,1.0113899,1.9938786,False,WT vs Aire_KO,WT,Aire_KO,False
Fars2,0.9046,0.09540000000000004,2.2494141848223137,6.552946e-05,0.00012590134,0.0,0.25,-1.0062724,-1.0762544,1.5373173,-5.5755043,4.0144377,1.0185548,1.7975117,0.4637282459183455,0.6073394495412682,0.63856316,1.2186295,False,WT vs Aire_KO,WT,Aire_KO,False
Batf3,0.9182,0.08179999999999998,2.4181378768479127,3.6586476e-05,7.9390506e-05,0.0,0.25,-1.0087641,-1.118,1.9682838,-7.0784283,7.0830603,0.34650835,0.9966768,0.14430955086417974,0.3644703919933189,0.20200144,0.7566717,False,WT vs Aire_KO,WT,Aire_KO,False
Dph5,0.8974,0.10260000000000002,2.168663674482634,6.5396605e-05,0.00012999808,0.0,0.25,-1.0087931,-1.0482283,1.5769385,-6.0197964,4.612812,0.99650115,1.7466356,0.427366784283271,0.6113427856546959,0.5924383,1.2391682,False,WT vs Aire_KO,WT,Aire_KO,False
Stoml1,0.8926,0.10740000000000005,2.1175782882137657,5.8536654e-05,0.00010632621,0.0,0.25,-1.0096545,-1.0498447,1.4944342,-6.0378723,4.026635,0.93675774,1.5606533,0.4314335267029833,0.6361968306922264,0.54890007,1.0453857,False,WT vs Aire_KO,WT,Aire_KO,False
Retreg1,0.8996,0.10040000000000004,2.1927879243419945,0.00014289776,0.0003107002,0.0,0.25,-1.0107089,-1.0659585,1.6923558,-5.324298,4.148509,2.469353,4.697978,0.6143771305544518,0.7656380316930566,1.4226617,3.077705,False,WT vs Aire_KO,WT,Aire_KO,False
Stac,0.9162,0.08379999999999999,2.391801565547517,1.8814484e-05,3.105519e-05,0.0,0.25,-1.0109547,-1.07864,2.2871258,-8.287173,8.286133,0.14113988,0.36213246,0.08749476705938457,0.24220183486238012,0.085443355,0.27620095,False,WT vs Aire_KO,WT,Aire_KO,False
Zfp318,0.9102,0.08979999999999999,2.316079279902416,9.781177e-05,0.00020727518,0.0,0.25,-1.014665,-1.0803156,1.7463013,-6.10882,5.19075,1.3566039,2.4112005,0.4768255487112424,0.6378648874061547,0.83082956,1.7438052,False,WT vs Aire_KO,WT,Aire_KO,False
Hk2,0.8874,0.11260000000000003,2.0644540456981515,4.92497e-05,9.20508e-05,0.0,0.25,-1.015996,-1.0049162,1.5120795,-7.1451874,4.124818,0.66077805,1.2365407,0.24621733149932268,0.42568807339448467,0.39840284,0.87880594,False,WT vs Aire_KO,WT,Aire_KO,False
Zfp771,0.8882,0.11180000000000001,2.072485303950294,5.391071e-05,0.00011139361,0.0,0.25,-1.0200197,-1.0620494,1.1033282,-4.2362423,2.762185,0.8616949,1.5453041,0.4670175228754657,0.635696413678048,0.50627553,1.0231571,False,WT vs Aire_KO,WT,Aire_KO,False
Prg3,0.9344,0.06559999999999999,2.6563287743869615,4.7053574e-05,8.393567e-05,0.0,0.25,-1.0203241,-0.7912297,3.0370948,-10.729251,8.475272,0.68255055,0.92394054,0.10920399497637301,0.13694745621350923,0.3975041,0.7979921,False,WT vs Aire_KO,WT,Aire_KO,True
Traf1,0.9108,0.08919999999999995,2.3234421934753633,9.313236e-05,0.00015504919,0.0,0.25,-1.0204965,-1.004972,1.9717938,-6.248002,5.2864037,1.4726862,2.0580683,0.46456551641652155,0.6587155963302574,0.9079624,1.5560101,False,WT vs Aire_KO,WT,Aire_KO,False
Enho,0.9062,0.0938,2.268095080646148,6.162052e-05,0.000112943315,0.0,0.25,-1.0244373,-1.0829487,1.7158527,-6.519904,4.7583303,0.85722816,1.7936713,0.2934633096106859,0.5054211843202537,0.50471723,1.1542298,False,WT vs Aire_KO,WT,Aire_KO,False
Cox7a2l,0.884,0.11599999999999999,2.030866796636603,0.00023224406,0.00045586625,0.0,0.25,-1.0270783,-1.013866,0.8989044,-4.513585,2.9401684,3.9915633,6.987188,0.8853537467855742,0.9673060884069787,2.397928,4.7040153,False,WT vs Aire_KO,WT,Aire_KO,False
Msn,0.8874,0.11260000000000003,2.0644540456981515,0.00020276732,0.00038648158,0.0,0.25,-1.0273031,-1.0451651,1.388241,-6.579077,4.6192465,3.5731697,6.1329846,0.7312361700855957,0.8974145120933862,2.0920434,4.040807,False,WT vs Aire_KO,WT,Aire_KO,False
Anapc13,0.8928,0.10719999999999996,2.1196662609074846,0.00018170156,0.0003572244,0.0,0.25,-1.0275965,-1.0047231,0.79855245,-4.7697954,2.2224407,3.1409028,5.316125,0.8390048442079711,0.948290241868197,1.8327684,3.5405786,False,WT vs Aire_KO,WT,Aire_KO,False
Ulk4,0.919,0.08099999999999996,2.428836855107859,2.5739726e-05,5.613735e-05,0.0,0.25,-1.028629,-1.1063867,1.8876402,-6.4849634,6.2007284,0.38921067,0.8368765,0.2379044315531461,0.416013344453701,0.22944239,0.5592304,False,WT vs Aire_KO,WT,Aire_KO,False
1700016L21Rik,0.9328,0.06720000000000004,2.6305174299780223,4.0010633e-05,5.6200784e-05,0.0,0.25,-1.029397,-1.1572814,2.6459255,-10.247328,9.497007,0.4142114,0.69324917,0.14795765803480398,0.31209341117597267,0.28023186,0.54600513,False,WT vs Aire_KO,WT,Aire_KO,False
Ankrd33b,0.9182,0.08179999999999998,2.4181378768479127,0.00019817555,0.0003524314,0.0,0.25,-1.0294387,-1.0336113,2.0812376,-7.0064297,6.392599,3.412915,4.99471,0.6262185276000846,0.8080066722268334,1.9613028,3.4083724,False,WT vs Aire_KO,WT,Aire_KO,False
Gja4,0.9116,0.08840000000000003,2.3333292255754894,4.983563e-05,8.31181e-05,0.0,0.25,-1.0334028,-0.9723282,2.135568,-7.6264744,6.1841984,0.72691804,1.1074355,0.2761198492913247,0.4378648874061607,0.40410432,0.7414602,False,WT vs Aire_KO,WT,Aire_KO,False
Tmem18,0.9096,0.09040000000000004,2.3087605754125753,4.334457e-05,7.123386e-05,0.0,0.25,-1.0365647,-1.0549655,1.8003709,-6.017558,4.948264,0.73767823,1.0337104,0.3450152502840974,0.4653878231859764,0.3991453,0.63787466,False,WT vs Aire_KO,WT,Aire_KO,False
Skint9,0.9038,0.09619999999999995,2.2401786464198157,0.00012994547,0.00021818519,0.0,0.25,-1.0392517,-0.98834705,1.9245169,-8.277825,6.5120335,1.9160348,2.5638282,0.4183960289456704,0.6023352793994835,1.1753083,1.9675481,False,WT vs Aire_KO,WT,Aire_KO,True
Skint2,0.8956,0.10440000000000005,2.149264124656324,0.00018638995,0.00035147337,0.0,0.25,-1.0393348,-1.0355434,1.7335566,-6.1177845,5.920232,2.8029718,4.1973815,0.5876442796484019,0.7893244370308373,1.6720598,3.15116,False,WT vs Aire_KO,WT,Aire_KO,True
Mia,0.934,0.06599999999999995,2.6498215553939164,3.304807e-05,5.0010556e-05,0.0,0.25,-1.0398481,-1.1708412,2.655222,-9.112882,7.808792,0.5881145,0.6440397,0.16548053346091718,0.23052543786488255,0.32097247,0.4320471,False,WT vs Aire_KO,WT,Aire_KO,False
Sult5a1,0.9116,0.08840000000000003,2.3333292255754894,6.137214e-05,0.00011712133,0.0,0.25,-1.0402743,-1.0304036,2.023995,-7.6331577,6.001828,0.23981613,0.18498726,0.09903713892709468,0.056880733944954284,0.19801784,0.13779233,False,WT vs Aire_KO,WT,Aire_KO,True
Tvp23a,0.9046,0.09540000000000004,2.2494141848223137,3.852587e-05,5.7997866e-05,0.0,0.25,-1.0408235,-0.92330265,2.113144,-7.9727497,6.637005,0.5821355,0.8248649,0.26619221338438004,0.40600500417013163,0.31639567,0.5268778,False,WT vs Aire_KO,WT,Aire_KO,False
Rps15,0.8902,0.10980000000000001,2.0927855476650774,0.00088639295,0.0017063498,0.0,0.25,-1.0439965,-1.0581074,0.9784347,-5.0229483,2.9994698,16.222351,28.06697,0.9864242569225411,0.9986655546288293,9.159825,17.266397,False,WT vs Aire_KO,WT,Aire_KO,False
Snrnp25,0.9142,0.08579999999999999,2.366030253792143,9.696392e-05,0.00018303172,0.0,0.25,-1.0445,-1.0123405,2.0551775,-6.9298983,5.432334,1.7183156,3.2592578,0.4901620716464753,0.662885738115078,0.95004994,1.9363179,False,WT vs Aire_KO,WT,Aire_KO,False
Rpl36,0.883,0.11699999999999999,2.0211511916611506,0.0011062733,0.0021002253,0.0,0.25,-1.0473154,-1.0629554,1.1347206,-5.068982,3.0891323,20.675163,36.44783,0.9888164583459013,0.9986655546288293,11.942657,22.427572,False,WT vs Aire_KO,WT,Aire_KO,False
BC051142,0.9216,0.07840000000000003,2.4642872458849463,6.807662e-05,0.00014053744,0.0,0.25,-1.0474966,-1.1230264,1.8348804,-6.6943455,4.9964256,0.9344858,1.6725734,0.40278691465824534,0.6200166805671227,0.58907574,1.2693369,False,WT vs Aire_KO,WT,Aire_KO,False
Gm34059,0.9142,0.08579999999999999,2.366030253792143,2.2624688e-05,4.2459273e-05,0.0,0.25,-1.0510929,-1.0743918,2.0682209,-7.5989256,7.7984533,0.20782104,0.42018086,0.10238622091979813,0.20867389491242283,0.12581314,0.30334058,False,WT vs Aire_KO,WT,Aire_KO,False
Nsmce3,0.891,0.10899999999999999,2.1009964647218955,5.955063e-05,0.000119613505,0.0,0.25,-1.0510952,-1.0996346,1.1225115,-5.182925,2.7044935,1.0434382,1.7945131,0.5012858082651,0.6815679733110741,0.60664546,1.248102,False,WT vs Aire_KO,WT,Aire_KO,False
Arsb,0.9054,0.09460000000000002,2.2587192642806277,8.434565e-05,0.00014788963,0.0,0.25,-1.0541537,-1.0843639,1.7096834,-5.591853,5.368722,1.5262893,2.4453998,0.46731654805338574,0.6437030859049034,0.8727646,1.5902082,False,WT vs Aire_KO,WT,Aire_KO,False
