Ensembl ID,Gene Symbol,Aire_pos_TEC (mean counts),Aire_ko_TEC (mean counts),Fold Change,FDR (BH)
ENSMUSG00000068099,1500009C09Rik,36.9391417,15.12056631,0.40933724,0.017791192
ENSMUSG00000025396,Hsd17b6,930.8551044,381.1754623,0.409489576,5.30779E-10
ENSMUSG00000030064,Frmd4b,926.3585296,379.3841823,0.409543573,2.44829E-15
ENSMUSG00000036611,Eepd1,68.15337213,27.94937565,0.410095272,0.001974001
ENSMUSG00000046490,Rnf222,45.57489411,18.70312636,0.410382223,0.008998702
ENSMUSG00000010142,Tnfrsf13b,79.69458952,32.7067991,0.410401751,0.000804749
ENSMUSG00000028931,Kcnab2,164.5241148,67.57009224,0.410700233,0.002303801
ENSMUSG00000062380,Tubb3,129.5309101,53.25917532,0.411169622,0.000186349
ENSMUSG00000023017,Accn2,317.6091595,130.6165686,0.411249376,7.98913E-08
ENSMUSG00000075569,Rsph10b2,112.3239193,46.20999489,0.411399417,0.000243333
ENSMUSG00000023132,Gzma,59.9516863,24.67405978,0.411565734,0.011745421
ENSMUSG00000030559,Rab38,164.6208859,67.78264829,0.411749991,4.54676E-05
ENSMUSG00000024771,Lipk,442.1341618,182.1211822,0.411913844,6.42032E-05
ENSMUSG00000032514,Ttc21a,217.2981574,89.50988792,0.411921983,1.90989E-05
ENSMUSG00000020658,Efr3b,434.5210484,179.0989972,0.412175654,2.07202E-08
ENSMUSG00000051949,2010005H15Rik,38.35961718,15.81427604,0.412263657,0.017450062
ENSMUSG00000058952,Cfi,323.7412565,133.5054189,0.412383088,7.29417E-07
ENSMUSG00000024730,Ms4a8a,169.4346546,69.96039388,0.412904869,0.000116807
ENSMUSG00000022449,Adamts20,140.5090328,58.20983155,0.414278217,0.000476446
ENSMUSG00000047492,Inhbe,69.11290017,28.64308538,0.41443906,0.00370703
ENSMUSG00000044681,Cnpy1,79.19600891,32.82273877,0.414449405,0.000936487
ENSMUSG00000051748,1100001G20Rik,776.6882829,322.2139512,0.414856202,0.000824809
ENSMUSG00000003469,Phyhip,296.070852,122.8717502,0.415007926,9.15613E-07
ENSMUSG00000025172,Ankrd2,59.92480546,24.88661583,0.415297399,0.004509489
ENSMUSG00000036006,Fam65b,432.6073685,179.7714554,0.415553383,5.69178E-08
ENSMUSG00000023052,Npff,45.092442,18.74177292,0.415630028,0.019994579
ENSMUSG00000031991,Spata19,163.5054489,68.01452763,0.415977131,0.011873671
ENSMUSG00000049265,Kcnk3,198.1506058,82.44138421,0.416054162,0.000305071
ENSMUSG00000006931,Leprel4,131.0105234,54.53065512,0.416231106,0.000266878
ENSMUSG00000021536,Adcy2,288.6996662,120.2147792,0.416400825,0.04288323
ENSMUSG00000061947,Serpina10,240.9866962,100.4121543,0.416670944,0.04079761
ENSMUSG00000011751,Spnb4,134.3715597,55.99536769,0.416720382,0.000105135
ENSMUSG00000042428,Mgat3,1067.997725,445.2016411,0.416856357,1.89508E-07
ENSMUSG00000090698,Apold1,73.8944119,30.81890269,0.417066756,0.001601211
ENSMUSG00000044948,Wdr96,76.75149136,32.01308937,0.417100551,0.000860162
ENSMUSG00000048612,Myof,1617.334192,674.7115381,0.41717509,4.9694E-19
ENSMUSG00000039057,Myo16,342.0206749,142.7110934,0.417258674,6.02938E-10
ENSMUSG00000079330,Lemd1,32.12537296,13.4065794,0.417320584,0.028273098
ENSMUSG00000064125,BC068157,97.36790394,40.64292204,0.417416011,0.000385702
ENSMUSG00000032595,Cdhr4,580.2363103,242.2015152,0.41741875,1.17422E-07
ENSMUSG00000040978,Gm11992,368.0623363,153.6520063,0.417461911,6.28772E-07
ENSMUSG00000039328,Rnf122,284.5833963,118.8273598,0.417548463,0.09447406
ENSMUSG00000040037,Negr1,65.28016416,27.2749892,0.417814348,0.0029899
ENSMUSG00000020068,Pbld2,323.757385,135.3160222,0.417955014,1.80036E-06
ENSMUSG00000002033,Cd3g,165.167852,69.03480481,0.417967564,0.000224432
ENSMUSG00000032348,Gsta4,3123.633343,1306.0575,0.418121257,2.17069E-13
ENSMUSG00000038298,Pdzk1,407.4728764,170.5464577,0.418546773,2.02743E-07
ENSMUSG00000046447,Camk2n1,1035.963747,433.6848863,0.418629404,2.35627E-12
ENSMUSG00000038193,Hand2,40.78800622,17.08575584,0.418891665,0.018052144
ENSMUSG00000004885,Crabp2,593.7933548,248.86423,0.419109153,1.58373E-10
ENSMUSG00000058818,Lilrb3,343.0500931,143.810592,0.41921164,6.4868E-07
ENSMUSG00000020131,Pcsk4,40.31093028,16.91184634,0.419535005,0.015389873
ENSMUSG00000033948,Zswim5,215.8884342,90.62870976,0.419794187,1.28645E-05
ENSMUSG00000032841,Prr5l,289.2466323,121.4282892,0.419808826,1.53553E-08
ENSMUSG00000028137,Celf3,1252.97837,526.0256547,0.41982022,1.91271E-10
ENSMUSG00000023247,Guca2a,230.5756411,96.81027096,0.419863393,0.001760366
ENSMUSG00000024451,Arap3,242.385667,101.7995737,0.419990072,0.000508562
ENSMUSG00000040447,Spns2,683.0441885,286.9661208,0.420128193,6.46326E-10
ENSMUSG00000048982,Gphb5,194.8056981,81.9022607,0.420430519,3.82549E-05
ENSMUSG00000021944,Gata4,983.7743035,413.6909569,0.420514091,4.10623E-11
ENSMUSG00000063129,Aldoart2,47.48319787,19.97460616,0.420666826,0.011896232
ENSMUSG00000040896,Kcnd3,100.820335,42.41487879,0.420697658,0.000184131
ENSMUSG00000041608,Entpd3,593.1980031,250.0023752,0.421448444,0.001374648
ENSMUSG00000050854,Tmem125,201.5707799,84.96502052,0.42151457,3.36434E-05
ENSMUSG00000000093,Tbx2,97.9094939,41.27866194,0.421600197,0.000835895
ENSMUSG00000029564,4930519G04Rik,23.01792077,9.708079685,0.421761799,0.060455135
ENSMUSG00000052105,1110012J17Rik,129.0323295,54.47268528,0.422163077,4.73762E-07
ENSMUSG00000038770,Kpna7,465.5471129,196.5886136,0.42227437,4.02386E-06
ENSMUSG00000040373,Cacng5,147.890971,62.46677806,0.422383988,0.001217966
ENSMUSG00000068696,Gpr88,205.3013687,86.7949471,0.422768478,6.08944E-06
ENSMUSG00000028132,Tmem56,437.0892178,184.8380513,0.422884033,1.28382E-08
ENSMUSG00000033227,Wnt6,437.3404947,185.1452955,0.423343591,0.00257068
ENSMUSG00000025584,Pde8a,208.249843,88.20168984,0.423537845,1.4878E-05
ENSMUSG00000079588,Tmem182,21.55443595,9.130309621,0.423593067,0.067594208
ENSMUSG00000093536,AC188461.4,23.00179227,9.746726241,0.423737686,0.077612812
ENSMUSG00000027233,Patl2,218.8476609,92.74655724,0.423795058,3.93485E-05
ENSMUSG00000069607,Cd300lh,41.27045833,17.50893968,0.424248734,0.017219641
ENSMUSG00000053199,Arhgap20,43.15725741,18.31858908,0.424461381,0.007453657
ENSMUSG00000020435,Osbp2,447.2153359,190.2891845,0.425497896,1.57578E-06
ENSMUSG00000026822,Lcn2,1892.823695,807.2082901,0.426457198,4.30479E-06
ENSMUSG00000066721,Zfp575,51.29980538,21.88182585,0.426547931,0.007198762
ENSMUSG00000028017,Egf,117.9574357,50.38964828,0.42718501,0.000213569
ENSMUSG00000032556,Bfsp2,41.23820131,17.62487935,0.427392049,0.015763366
ENSMUSG00000039982,Dtx4,228.3515465,97.60059708,0.427413777,8.93234E-10
ENSMUSG00000046733,Gprc5a,122.3962757,52.31619125,0.427432869,2.90631E-05
ENSMUSG00000057092,Fxyd3,2078.67785,889.2535268,0.427797663,1.02731E-11
ENSMUSG00000000290,Itgb2,250.0403867,107.0188276,0.428006167,9.47145E-08
ENSMUSG00000035576,L3mbtl1,40.74499687,17.45096985,0.428297243,0.058002972
ENSMUSG00000068547,Clca6,301.2864304,129.1325328,0.428603879,2.82779E-06
ENSMUSG00000041644,Slc5a12,178.57974,76.56706719,0.42875562,0.000103085
ENSMUSG00000076433,BC100451,22.546221,9.669433129,0.428871567,0.072797316
ENSMUSG00000075225,Ccdc162,587.3118068,251.9095949,0.428919684,3.53933E-08
ENSMUSG00000028801,4930555I21Rik,58.1025204,24.92526239,0.428987628,0.007455826
ENSMUSG00000034777,Vax2,22.56234951,9.708079685,0.43027787,0.066725699
ENSMUSG00000046456,Tmem150b,269.1395527,115.8612163,0.430487512,2.21134E-05
ENSMUSG00000030781,Slc5a2,343.9612357,148.1641549,0.430758293,3.35695E-07
ENSMUSG00000020333,Acsl6,349.6592661,150.8037308,0.431287672,9.34484E-07
ENSMUSG00000073234,Gm8773,165.0603286,71.21255039,0.43143347,0.000143285
ENSMUSG00000035448,Ccr3,87.27404286,37.67677861,0.431706581,0.001801506
ENSMUSG00000042589,Cux2,242.8304859,104.8623336,0.431833479,0.002085464
ENSMUSG00000022501,Prm1,47.48857404,20.51372966,0.431971902,0.013543457
ENSMUSG00000030020,Prickle2,392.1473085,169.4102408,0.432006639,3.77882E-07
ENSMUSG00000025467,Prap1,2850.368171,1233.310657,0.432684686,1.30604E-12
ENSMUSG00000060548,Tnfrsf19,440.9004492,190.8089847,0.432771128,1.69545E-09
ENSMUSG00000031214,Ophn1,123.3235467,53.37511499,0.432805546,8.86876E-05
ENSMUSG00000061144,Spink12,381.5871239,165.3059523,0.433206316,0.000623724
ENSMUSG00000020434,4921536K21Rik,64.28300293,27.85275926,0.433283419,0.005683168
ENSMUSG00000039518,Cdsn,651.2360095,282.1855175,0.433307608,0.000589332
ENSMUSG00000059479,B3gnt8,35.0200856,15.17853615,0.433423731,0.01944749
ENSMUSG00000050762,Prss27,199.1907764,86.36983499,0.433603586,0.006572621
ENSMUSG00000043753,Dmrta1,180.4181535,78.31970065,0.434100999,1.46818E-05
ENSMUSG00000031626,Sorbs2,454.3123371,197.2630001,0.434201284,1.4799E-08
ENSMUSG00000029648,Flt1,1022.416051,444.4132432,0.434669666,8.41643E-09
ENSMUSG00000052331,Ankrd44,483.1788211,210.2444674,0.435127655,2.24777E-12
ENSMUSG00000030771,Micalcl,147.7511906,64.33535119,0.43543034,0.000226831
ENSMUSG00000022468,Endou,325.9506257,141.9980604,0.435642853,0.000226327
ENSMUSG00000049100,Pcdh10,1141.040132,497.0965767,0.435652141,7.97846E-12
ENSMUSG00000000889,Dbh,352.1521691,153.4587736,0.43577404,4.63386E-05
ENSMUSG00000027913,Crct1,419.0355985,182.6989523,0.435998643,2.82729E-06
ENSMUSG00000024517,Grp,1393.937598,607.8158323,0.436042354,9.13693E-12
ENSMUSG00000044921,Rassf9,29.30592667,12.79016278,0.436436047,0.025101343
ENSMUSG00000050967,Creg2,40.32705878,17.60555607,0.436569306,0.007051085
ENSMUSG00000071537,Klrg2,40.26792093,17.58623279,0.436730588,0.018363505
ENSMUSG00000031362,Xlr4c,22.03688805,9.630786574,0.437030245,0.088434485
ENSMUSG00000024575,Pde6a,73.40120745,32.10970576,0.437454735,0.003964591
ENSMUSG00000001508,Sgca,106.8610372,46.7491184,0.437475806,0.006518509
ENSMUSG00000046709,Mapk10,52.34535212,22.92142631,0.437888473,0.006574478
ENSMUSG00000009900,Wnt3a,50.8979958,22.30500969,0.438229626,0.027915986
ENSMUSG00000019368,Sec14l4,612.6237124,268.548987,0.438358786,6.254E-06
ENSMUSG00000029570,Lfng,349.6485137,153.3254389,0.438513058,5.60277E-05
ENSMUSG00000020092,X99384,338.2148197,148.3554594,0.438642693,9.0174E-08
ENSMUSG00000053797,Krt16,4509.967413,1978.776813,0.438756344,1.12184E-07
ENSMUSG00000040632,Nrl,382.900076,168.0208931,0.438811334,5.64876E-06
ENSMUSG00000048450,Msx1,92.61864922,40.64292204,0.438820069,0.001035312
ENSMUSG00000036185,Ng23,353.6855442,155.329275,0.439173377,6.18083E-05
ENSMUSG00000069171,Nr2f1,72.9778932,32.05173593,0.439197879,0.000589355
ENSMUSG00000020310,Madcam1,1731.169982,760.5828244,0.439346126,1.36156E-05
ENSMUSG00000031385,Plxnb3,118.9545969,52.2775447,0.439474775,0.004331327
ENSMUSG00000035493,Tgfbi,983.7997813,432.4906997,0.439612519,0.0005207
ENSMUSG00000021384,Susd3,33.10640568,14.56211953,0.439858065,0.03038782
ENSMUSG00000031860,Pbx4,79.66233251,35.05652591,0.440064015,0.036811856
ENSMUSG00000026589,Sec16b,456.6869645,200.9808231,0.440084431,4.62236E-07
ENSMUSG00000075296,Aldh3b2,1566.882419,690.3654431,0.440598117,1.86288E-07
ENSMUSG00000005148,Klf5,935.1702925,412.0523348,0.440617434,5.10032E-11
ENSMUSG00000026825,Dnm1,576.8591455,254.2206751,0.440698006,1.26373E-07
ENSMUSG00000026609,Ush2a,265.4734779,116.9974332,0.440712323,0.000316318
ENSMUSG00000051527,Usp29,39.76934032,17.52826296,0.440748145,0.03450576
ENSMUSG00000026389,Steap3,241.3831296,106.4217343,0.440883066,4.31184E-05
ENSMUSG00000060509,Xcr1,141.5438272,62.46677806,0.441324636,0.000314415
ENSMUSG00000048029,Eno4,81.0989365,35.80820548,0.4415373,0.003400978
ENSMUSG00000004791,Pgf,168.8231745,74.56323111,0.441664667,6.70611E-06
ENSMUSG00000022484,Hoxc10,127.070264,56.14802564,0.441865971,0.00078658
ENSMUSG00000051592,Ccnb3,22.05301656,9.746726241,0.441967937,0.077999469
ENSMUSG00000040121,Rep15,30.23857388,13.36793284,0.44208212,0.040970658
ENSMUSG00000006369,Fbln1,358.3702848,158.4306813,0.442086546,1.2798E-10
ENSMUSG00000067615,Krt81,406.2069068,179.810102,0.442656437,0.00021007
ENSMUSG00000091155,Serpine3,61.91375174,27.41025214,0.442716705,0.008072218
ENSMUSG00000031098,Syt8,755.5611343,334.6582232,0.442926731,6.30101E-05
ENSMUSG00000052698,Tln2,655.8723647,290.6800872,0.44319612,3.72478E-12
ENSMUSG00000031022,BC051019,67.14545856,29.75997895,0.443216557,0.064136185
ENSMUSG00000033966,Cdkl4,113.7013854,50.40897156,0.443345271,0.000782763
ENSMUSG00000016128,Stard13,138.5792244,61.46582415,0.44354285,0.000148271
ENSMUSG00000034057,Gm239,437.3351185,193.9876842,0.443567589,3.50313E-07
ENSMUSG00000049608,Gpr55,390.8114487,173.3966614,0.443683679,5.02323E-06
ENSMUSG00000048003,Catsper4,93.08497282,41.33663177,0.444074167,0.002234832
ENSMUSG00000055026,Gabrg3,176.5800414,78.47428688,0.444411986,0.000113532
ENSMUSG00000057933,Gsta2,717.6732169,318.9985334,0.444489952,1.54276E-08
ENSMUSG00000060572,Mfap2,19.14217541,8.513893002,0.444771444,0.088824322
ENSMUSG00000090522,Gm5919,34.06055756,15.15921287,0.445066492,0.038093066
ENSMUSG00000054580,Pla2r1,295.175838,131.4242898,0.445240676,0.000122509
ENSMUSG00000004668,Abca13,2603.977731,1159.636297,0.445332648,4.37292E-16
ENSMUSG00000036832,Lpar3,133.8514744,59.61657429,0.445393482,8.40839E-05
ENSMUSG00000069911,Fam196b,115.6795793,51.52586513,0.445418849,0.000697212
ENSMUSG00000021367,Edn1,840.8852671,374.6248306,0.44551242,3.14865E-06
ENSMUSG00000022657,Cd96,111.2837487,49.61864544,0.445875036,0.012486189
ENSMUSG00000020072,Pbld1,59.51224354,26.56195619,0.446327589,0.009708055
ENSMUSG00000053719,Klk1b26,2198.03145,981.6464802,0.446602563,3.98701E-06
ENSMUSG00000035004,Igsf6,59.51224354,26.58127947,0.446652283,0.0170497
ENSMUSG00000074793,Hspa12b,115.5236705,51.62248152,0.446856314,0.000910644
ENSMUSG00000021798,Ldb3,524.4439032,234.3600804,0.446873496,1.06328E-06
ENSMUSG00000025480,Syce1,43.22177143,19.31954298,0.446986376,0.0202685
ENSMUSG00000028179,Cth,458.7189201,205.1797997,0.447288722,6.89976E-11
ENSMUSG00000070643,Sox13,181.264782,81.11193458,0.447477627,1.71543E-05
ENSMUSG00000017868,Sgk2,214.4249494,95.98322656,0.44763087,9.09182E-05
ENSMUSG00000078161,BC007180,202.4120322,90.60745821,0.447638696,4.59098E-05
ENSMUSG00000024770,Lipn,493.2135443,220.8394896,0.447756336,3.80899E-06
ENSMUSG00000021221,Dpf3,43.21101909,19.35818954,0.447991969,0.060767197
ENSMUSG00000042943,4922501L14Rik,51.33206239,22.99871942,0.448038094,0.004430985
ENSMUSG00000032946,Rasgrp2,95.56174738,42.81873935,0.448074052,0.012993433
ENSMUSG00000018486,Wnt9b,253.0627243,113.3955498,0.448092662,0.000483188
ENSMUSG00000018868,Pnpla5,77.26082431,34.63334207,0.448265242,0.00569268
ENSMUSG00000074232,Gm10647,98.78837941,44.36074504,0.449048211,0.002519124
ENSMUSG00000034796,Cpne7,272.5812315,122.4099198,0.449076846,0.00399349
ENSMUSG00000036295,Lrrn3,326.7381163,146.8540285,0.449454842,8.29907E-06
ENSMUSG00000006777,Krt23,1937.932266,871.2190021,0.449561121,8.95684E-11
ENSMUSG00000017466,Timp2,1391.218896,625.5895131,0.449670081,9.91328E-15
ENSMUSG00000053522,Lgals7,2183.219424,981.7952816,0.44970069,0.00350546
ENSMUSG00000040663,Clcf1,175.1219327,78.76220777,0.449756387,0.000142228
ENSMUSG00000000706,Btn1a1,61.92450408,27.85275926,0.449785746,0.007204407
ENSMUSG00000040254,Sema3d,466.7808256,209.9565465,0.449796853,1.63963E-08
ENSMUSG00000075012,Fjx1,101.2759063,45.55493172,0.449810161,0.001153938
ENSMUSG00000073599,Ecscr,656.0336498,295.0954765,0.449817592,1.58433E-09
ENSMUSG00000025892,Gria4,86.36290033,38.8709653,0.450088697,0.0029534
ENSMUSG00000022537,Tmem44,44.1436663,19.87798977,0.450302194,0.013327598
ENSMUSG00000028750,Pla2g2c,51.35894323,23.13398236,0.450437274,0.015135653
ENSMUSG00000022665,Ccdc80,540.3648228,243.5290365,0.450675222,4.17658E-06
ENSMUSG00000001555,Fkbp10,70.0079142,31.55125898,0.450681317,0.000411357
ENSMUSG00000027456,Sdcbp2,682.2728264,307.8856393,0.451264696,5.21451E-06
ENSMUSG00000032297,Celf6,184.2132564,83.15441722,0.451403004,0.000252263
ENSMUSG00000029706,Pax4,53.71206592,24.25087593,0.451497732,0.015813152
ENSMUSG00000038233,Fam198a,99.24932685,44.82257543,0.451615914,0.002287912
ENSMUSG00000051323,Pcdh19,724.6210885,327.2998704,0.451684164,3.75273E-10
ENSMUSG00000039529,Atp8b1,549.0220798,248.2284902,0.452128428,6.19589E-09
ENSMUSG00000084897,Gm14226,404.0150692,182.7008805,0.452213035,0.000496164
ENSMUSG00000028236,Sdr16c5,108.5073118,49.07952193,0.452315343,0.003978906
ENSMUSG00000028874,Fgr,505.2103329,228.6403496,0.452564674,1.09755E-06
ENSMUSG00000067215,Usp51,36.00649449,16.29542972,0.452569181,0.032177484
ENSMUSG00000002992,Apoc2,3029.923568,1371.359015,0.452605151,4.568E-07
ENSMUSG00000039099,Wdr93,186.3204784,84.3486039,0.452707103,0.007930202
ENSMUSG00000032899,Styk1,385.007298,174.3396455,0.452821664,1.97526E-05
ENSMUSG00000029442,Wdr66,117.6040116,53.25917532,0.452868696,0.007930202
ENSMUSG00000022456,Sept3,77.74327642,35.21111214,0.452915207,0.003605342
ENSMUSG00000033149,Phldb2,188.480059,85.42685092,0.45324079,0.00046899
ENSMUSG00000038319,Kcnh2,374.6983901,169.8527479,0.453305251,1.74424E-05
ENSMUSG00000053111,Fank1,149.7240084,67.89858796,0.453491652,0.000509839
ENSMUSG00000018925,Gm11435,37.41621763,16.96981617,0.453541733,0.033590533
ENSMUSG00000000983,Expi,6960.268485,3159.346126,0.453911531,2.65016E-17
ENSMUSG00000061388,Csn1s2b,91.1874214,41.39460161,0.453950786,0.011676286
ENSMUSG00000051048,P4ha3,153.6158823,69.74783782,0.454040538,1.91426E-06
ENSMUSG00000032648,Pygm,481.2382603,218.6057024,0.454256697,5.735E-07
ENSMUSG00000048399,Tprg,146.3791007,66.54981506,0.454640142,0.000645723
ENSMUSG00000000416,Cttnbp2,570.9084352,259.6119102,0.45473476,2.74337E-08
ENSMUSG00000020486,Sept4,240.310702,109.3318361,0.454960329,3.65499E-05
ENSMUSG00000022419,Deptor,2104.910247,957.8013931,0.45503194,1.82964E-12
ENSMUSG00000038060,Dlec1,564.7172003,256.9742625,0.45504947,3.6907E-05
ENSMUSG00000037887,Dusp8,821.6301922,374.2228983,0.455463908,5.94983E-09
ENSMUSG00000047953,Gp5,162.6426919,74.12072399,0.455727356,0.000520526
ENSMUSG00000000555,Itga5,404.3577409,184.3182511,0.455829659,1.34101E-08
ENSMUSG00000029869,Ephb6,476.3814822,217.218283,0.455975497,5.84747E-10
ENSMUSG00000003283,Hck,825.7410859,376.5668403,0.456035005,1.44548E-12
ENSMUSG00000025420,Katnal2,75.79196332,34.57537224,0.456187843,0.029368162
ENSMUSG00000028111,Ctsk,286.6999676,130.8271964,0.456320932,6.99662E-05
ENSMUSG00000021759,Ppap2a,1489.897182,679.9887618,0.456399791,3.1511E-13
ENSMUSG00000034486,Gbx2,42.70706231,19.49345248,0.456445642,0.024430056
ENSMUSG00000024411,Aqp4,319.6464913,145.9284394,0.456530709,2.07699E-06
ENSMUSG00000069835,Sat2,35.97961365,16.45001594,0.457203796,0.023290217
ENSMUSG00000019987,Arg1,751.272827,343.5199352,0.457250579,3.13984E-07
ENSMUSG00000045968,5830403L16Rik,156.290172,71.48114801,0.457361759,0.000655523
ENSMUSG00000043943,Naalad2,43.66121419,19.97460616,0.457490854,0.021895477
ENSMUSG00000028862,Map3k6,820.155955,375.2238522,0.457503052,1.33298E-08
ENSMUSG00000051056,Gja10,38.34886484,17.56690951,0.458081604,0.034678667
ENSMUSG00000029161,Cgref1,98.35431282,45.07377804,0.45827963,0.003066646
ENSMUSG00000022123,Scel,311.4985671,142.8656796,0.458639926,1.15749E-05
ENSMUSG00000045019,Acer1,194.3501268,89.14467391,0.458680812,0.000396358
ENSMUSG00000060747,Il28b,72.55995511,33.28456917,0.458718161,0.049114406
ENSMUSG00000071656,Lrrn4cl,80.51971336,36.94442233,0.458824563,0.003710435
ENSMUSG00000034912,Mdga2,141.5169464,64.93244453,0.458831583,0.000980909
ENSMUSG00000037428,Vgf,1847.161379,847.7816321,0.458964572,8.99087E-07
ENSMUSG00000061576,Dpp6,258.6653867,118.7887132,0.459236988,0.01135349
ENSMUSG00000030553,Pgpep1l,64.79771205,29.75997895,0.45927515,0.007871359
ENSMUSG00000032528,Vipr1,688.0192423,316.0517133,0.459364642,1.46317E-07
ENSMUSG00000024065,Ehd3,378.5311262,173.8971384,0.459399839,1.46488E-06
ENSMUSG00000030878,Cdr2,1625.548034,747.2322866,0.459680225,2.58713E-11
ENSMUSG00000035033,Tbr1,46.0089607,21.14946956,0.459681532,0.019383465
ENSMUSG00000032066,Bco2,36.90150852,16.96981617,0.459867817,0.036317237
ENSMUSG00000075254,Heg1,280.6592654,129.0745629,0.459897744,4.0243E-06
ENSMUSG00000070803,Cited4,217.8666282,100.2401731,0.460098795,0.000172673
ENSMUSG00000032281,Acsbg1,1963.645981,904.2716919,0.460506477,8.21257E-09
ENSMUSG00000058046,4933430I17Rik,77.70564324,35.7888822,0.460569924,0.005453187
ENSMUSG00000041735,Gm13178,69.58997611,32.05173593,0.460579781,0.01411138
ENSMUSG00000044165,Bcl2l15,1770.999863,815.8419793,0.460667443,1.5629E-09
ENSMUSG00000038782,1700028J19Rik,92.06630692,42.41487879,0.460699253,0.003641284
ENSMUSG00000045555,9030224M15Rik,68.58206255,31.60922881,0.460896445,0.006279199
ENSMUSG00000030170,Wnt5b,43.20026675,19.91663632,0.461030401,0.020840017
ENSMUSG00000068492,Gm6557,89.21997979,41.14339899,0.461145576,0.062963891
ENSMUSG00000019326,Aoc3,47.53158338,21.9204724,0.461176987,0.017732676
ENSMUSG00000039954,Stk32a,205.8644634,94.9436261,0.46119483,0.000149976
ENSMUSG00000031972,Acta1,187.9814784,86.71765399,0.461309565,0.048402107
ENSMUSG00000067571,Ms4a15,46.04121771,21.24608595,0.46145795,0.026063229
ENSMUSG00000046152,Fut10,47.41868385,21.88182585,0.46146,0.006676562
ENSMUSG00000076612,Ighg2c,148.6462046,68.65026753,0.461836666,0.000895968
ENSMUSG00000025175,Fn3k,42.24611488,19.51277576,0.461883319,0.037469462
ENSMUSG00000033585,Ndn,291.6803976,134.8155453,0.462202967,3.72285E-06
ENSMUSG00000030674,Qprt,319.5497202,147.7197195,0.462274601,5.69478E-05
ENSMUSG00000072945,Ripply1,53.72281825,24.84796928,0.462521701,0.016295706
ENSMUSG00000047793,Sned1,918.707783,425.1110952,0.462727217,0.000763393
ENSMUSG00000039904,Gpr37,118.0058212,54.60794823,0.462756394,0.001297204
ENSMUSG00000010505,Myt1,219.1204424,101.4150365,0.462827819,0.000148621
ENSMUSG00000030406,Gipr,103.6021482,47.96262836,0.462950134,0.00266513
ENSMUSG00000037418,Best1,103.1519531,47.80804214,0.463472001,0.002104562
ENSMUSG00000064232,Gm5414,78.20960002,36.2507126,0.463507198,0.009996298
ENSMUSG00000045636,Mtus1,389.1504487,180.5038117,0.463840688,7.89038E-09
ENSMUSG00000004891,Nes,614.5051353,285.0975476,0.463946566,1.53624E-10
ENSMUSG00000048978,Nrsn1,30.21169304,14.02299602,0.464157901,0.044709219
ENSMUSG00000041112,Elmo1,641.7253447,297.9650035,0.464318584,1.25295E-08
ENSMUSG00000070798,Psg25,397.3091252,184.4921606,0.464354199,1.07926E-05
ENSMUSG00000046607,Hrk,730.1578338,339.417575,0.464855075,1.71235E-06
ENSMUSG00000030543,Mesp2,64.25612209,29.87591862,0.464950539,0.049002397
ENSMUSG00000025488,Cox8b,56.12970262,26.11944907,0.465340949,0.014466083
ENSMUSG00000033579,Fa2h,453.4388278,211.0154702,0.465367007,1.39163E-05
ENSMUSG00000041358,BC125332,37.86103656,17.62487935,0.465514971,0.035546566
ENSMUSG00000048938,Nr1h5,108.0248596,50.29303189,0.465569056,0.016075823
ENSMUSG00000033676,Gabrb3,427.0544946,198.9383404,0.465838302,2.08575E-06
ENSMUSG00000024033,Rsph1,306.9306991,142.9816193,0.465843331,0.066077823
ENSMUSG00000012777,Acpt,145.3711871,67.72467846,0.465874152,0.000591684
ENSMUSG00000044748,Defb1,403.3619827,188.0167508,0.466124124,8.53687E-05
ENSMUSG00000013483,Card14,1738.982014,810.7773117,0.466236744,3.14254E-10
ENSMUSG00000038112,AW551984,354.001335,165.0933962,0.466363767,8.6277E-08
ENSMUSG00000070990,Foxe1,58.52045848,27.29431248,0.466406333,0.00777977
ENSMUSG00000031844,Hsd17b2,190.4582529,88.83550147,0.466430307,0.004809756
ENSMUSG00000074063,Osgin1,473.246245,221.0694406,0.467134062,5.70767E-06
ENSMUSG00000023393,Slc17a9,55.58273649,25.98418613,0.467486629,0.015229109
ENSMUSG00000015980,Lrrc27,83.02336876,38.81299546,0.467494828,0.003446524
ENSMUSG00000034115,Scn11a,79.14224723,37.02171544,0.467787013,0.004343005
ENSMUSG00000079164,Tlr5,94.5054483,44.22548209,0.467967539,0.00220068
ENSMUSG00000044352,Sowaha,339.6030382,158.9504816,0.468047879,1.61046E-05
ENSMUSG00000047904,Sstr2,71.02120393,33.24592261,0.468112631,0.00416781
ENSMUSG00000037157,Il22ra1,112.2755337,52.56546559,0.468182727,0.023335021
ENSMUSG00000033597,Caskin1,114.1246996,53.43308482,0.468199128,0.001369984
ENSMUSG00000031342,Gpm6b,412.5594267,193.1780348,0.46824293,5.49931E-05
ENSMUSG00000003053,Cyp2c29,342.6214027,160.490559,0.468419537,1.74011E-05
ENSMUSG00000050675,Gp1ba,123.7092278,57.95862894,0.468506917,0.001326576
ENSMUSG00000010760,Phlda2,33.58885779,15.73698293,0.468517954,0.049116337
ENSMUSG00000001436,Slc19a1,342.0851889,160.5292055,0.469266752,9.79958E-06
ENSMUSG00000027993,Trim2,554.8692399,260.6727622,0.469791337,2.51446E-08
