Gene Symbol,Ensembl ID,GNF GeneAtlas
Tcp10c,ENSMUSG00000052469,TRE
C130026I21Rik,ENSMUSG00000052477,TRE
A330008L17Rik,ENSMUSG00000052479,TRE
Tmem171,ENSMUSG00000052485,TRE
Pkdrej,ENSMUSG00000052496,TRE
Epha3,ENSMUSG00000052504,TRE
Robo2,ENSMUSG00000052516,TRE
Cyp2j5,ENSMUSG00000052520,TRE
Spdya,ENSMUSG00000052525,TRE
Nup188,ENSMUSG00000052533,TRE
Arl13a,ENSMUSG00000052549,TRE
Adarb2,ENSMUSG00000052551,TRE
Gan,ENSMUSG00000052557,TRE
Slc22a30,ENSMUSG00000052562,TRE
Dlg2,ENSMUSG00000052572,TRE
Lrrtm4,ENSMUSG00000052581,TRE
Serp2,ENSMUSG00000052584,TRE
A1cf,ENSMUSG00000052595,TRE
Pcdh15,ENSMUSG00000052613,TRE
Ccdc79,ENSMUSG00000052616,TRE
Sh2d6,ENSMUSG00000052631,TRE
4930504O13Rik,ENSMUSG00000052642,TRE
5430435G22Rik,ENSMUSG00000052688,TRE
Kcnt2,ENSMUSG00000052726,TRE
Klrc2,ENSMUSG00000052736,TRE
Trim30b,ENSMUSG00000052749,TRE
A630001G21Rik,ENSMUSG00000052760,TRE
Grk4,ENSMUSG00000052783,TRE
1700030K09Rik,ENSMUSG00000052794,TRE
Best2,ENSMUSG00000052819,TRE
Cysltr1,ENSMUSG00000052821,TRE
Rbmy1a1,ENSMUSG00000052831,TRE
Nrk,ENSMUSG00000052854,TRE
Dnahc6,ENSMUSG00000052861,TRE
Arhgef15,ENSMUSG00000052921,TRE
Rnaseh2a,ENSMUSG00000052926,TRE
Ctif,ENSMUSG00000052928,TRE
Glis3,ENSMUSG00000052942,TRE
Ube2ql1,ENSMUSG00000052981,TRE
Hrh1,ENSMUSG00000053004,TRE
Cntn2,ENSMUSG00000053024,TRE
Sv2b,ENSMUSG00000053025,TRE
Spink2,ENSMUSG00000053030,TRE
Cd8b1,ENSMUSG00000053044,TRE
Adh6a,ENSMUSG00000053054,TRE
9230110C19Rik,ENSMUSG00000053070,TRE
Myh7,ENSMUSG00000053093,TRE
Fank1,ENSMUSG00000053111,TRE
E330013P04Rik,ENSMUSG00000053117,TRE
Gm5129,ENSMUSG00000053121,TRE
Mapk11,ENSMUSG00000053137,TRE
Ptprt,ENSMUSG00000053141,TRE
Spag16,ENSMUSG00000053153,TRE
Fes,ENSMUSG00000053158,TRE
Wdr69,ENSMUSG00000053161,TRE
Cdh22,ENSMUSG00000053166,TRE
9030619P08Rik,ENSMUSG00000053168,TRE
Gm9897,ENSMUSG00000053178,TRE
Spaca3,ENSMUSG00000053184,TRE
Cib4,ENSMUSG00000053194,TRE
Prx,ENSMUSG00000053198,TRE
Arhgap20,ENSMUSG00000053199,TRE
Zfy1,ENSMUSG00000053211,TRE
Raet1c,ENSMUSG00000053219,TRE
Dand5,ENSMUSG00000053226,TRE
Slc22a26,ENSMUSG00000053303,TRE
Nrgn,ENSMUSG00000053310,TRE
Slamf8,ENSMUSG00000053318,TRE
Gm6792,ENSMUSG00000053367,TRE
Rxfp2,ENSMUSG00000053368,TRE
Atp6v1e2,ENSMUSG00000053375,TRE
Zfp952,ENSMUSG00000053390,TRE
Adamts18,ENSMUSG00000053399,TRE
Hunk,ENSMUSG00000053414,TRE
Gm4792,ENSMUSG00000053420,TRE
A530088E08Rik,ENSMUSG00000053467,TRE
Tg,ENSMUSG00000053469,TRE
Tnfaip6,ENSMUSG00000053475,TRE
Kcnip1,ENSMUSG00000053519,TRE
Lgals7,ENSMUSG00000053522,TRE
Shisa7,ENSMUSG00000053550,TRE
3110082I17Rik,ENSMUSG00000053553,TRE
Gykl1,ENSMUSG00000053624,TRE
Tll1,ENSMUSG00000053626,TRE
Gpr30,ENSMUSG00000053647,TRE
Tgm5,ENSMUSG00000053675,TRE
Mast1,ENSMUSG00000053693,TRE
Klk1b26,ENSMUSG00000053719,TRE
Spinkl,ENSMUSG00000053729,TRE
Tmem39b,ENSMUSG00000053730,TRE
Ptrh1,ENSMUSG00000053746,TRE
Oas1f,ENSMUSG00000053765,TRE
1700016K19Rik,ENSMUSG00000053783,TRE
Krt16,ENSMUSG00000053797,TRE
Ppfia2,ENSMUSG00000053825,TRE
H2-T24,ENSMUSG00000053835,TRE
Lipg,ENSMUSG00000053846,TRE
Dnajc5g,ENSMUSG00000053856,TRE
Ostb,ENSMUSG00000053862,TRE
Mepe,ENSMUSG00000053863,TRE
Gm5142,ENSMUSG00000053868,TRE
Aym1,ENSMUSG00000053873,TRE
Kdm4d,ENSMUSG00000053914,TRE
Shisa6,ENSMUSG00000053930,TRE
6330403A02Rik,ENSMUSG00000053963,TRE
Lgals4,ENSMUSG00000053964,TRE
Cd8a,ENSMUSG00000053977,TRE
Tdrd9,ENSMUSG00000054003,TRE
Tmem179,ENSMUSG00000054013,TRE
Tceal5,ENSMUSG00000054034,TRE
Mrgpra2b,ENSMUSG00000054040,TRE
A930004D18Rik,ENSMUSG00000054057,TRE
2810030E01Rik,ENSMUSG00000054074,TRE
Try4,ENSMUSG00000054106,TRE
Adm2,ENSMUSG00000054136,TRE
Spock3,ENSMUSG00000054162,TRE
Ceacam10,ENSMUSG00000054169,TRE
Klf1,ENSMUSG00000054191,TRE
Cthrc1,ENSMUSG00000054196,TRE
O3far1,ENSMUSG00000054200,TRE
Gzmm,ENSMUSG00000054206,TRE
Sprr2k,ENSMUSG00000054215,TRE
Fgfr3,ENSMUSG00000054252,TRE
Msi1,ENSMUSG00000054256,TRE
A630033H20Rik,ENSMUSG00000054293,TRE
Obox1,ENSMUSG00000054310,TRE
Lrrc36,ENSMUSG00000054320,TRE
Lce3a,ENSMUSG00000054325,TRE
4930553M12Rik,ENSMUSG00000054351,TRE
Pnma1,ENSMUSG00000054383,TRE
Mdm4,ENSMUSG00000054387,TRE
Fabp1,ENSMUSG00000054422,TRE
Cadps,ENSMUSG00000054423,TRE
Tmem120b,ENSMUSG00000054434,TRE
Cpa1,ENSMUSG00000054446,TRE
Vsnl1,ENSMUSG00000054459,TRE
Thnsl2,ENSMUSG00000054474,TRE
Kcnn2,ENSMUSG00000054477,TRE
Trim65,ENSMUSG00000054517,TRE
Sh3bp2,ENSMUSG00000054520,TRE
Tmprss11e,ENSMUSG00000054537,TRE
Adam12,ENSMUSG00000054555,TRE
9130219A07Rik,ENSMUSG00000054579,TRE
Pla2r1,ENSMUSG00000054580,TRE
Oscar,ENSMUSG00000054594,TRE
Mgmt,ENSMUSG00000054612,TRE
Xlr,ENSMUSG00000054626,TRE
Ugt2b5,ENSMUSG00000054630,TRE
Slc8a1,ENSMUSG00000054640,TRE
Mmrn1,ENSMUSG00000054641,TRE
Ano9,ENSMUSG00000054662,TRE
Irs4,ENSMUSG00000054667,TRE
Tmem119,ENSMUSG00000054675,TRE
Srsf12,ENSMUSG00000054679,TRE
Ap1s3,ENSMUSG00000054702,TRE
Ankrd24,ENSMUSG00000054708,TRE
Vmac,ENSMUSG00000054723,TRE
1700013H16Rik,ENSMUSG00000054727,TRE
Phactr1,ENSMUSG00000054728,TRE
AU018091,ENSMUSG00000054753,TRE
Akr1c20,ENSMUSG00000054757,TRE
Defb42,ENSMUSG00000054763,TRE
Cadm4,ENSMUSG00000054793,TRE
Cyp2c50,ENSMUSG00000054827,TRE
Rnd1,ENSMUSG00000054855,TRE
Fam19a5,ENSMUSG00000054863,TRE
Txk,ENSMUSG00000054892,TRE
Arhgef33,ENSMUSG00000054901,TRE
Stfa3,ENSMUSG00000054905,TRE
Afp,ENSMUSG00000054932,TRE
Kcnmb4,ENSMUSG00000054934,TRE
Gm9958,ENSMUSG00000054945,TRE
Ifltd1,ENSMUSG00000054966,TRE
Sec14l3,ENSMUSG00000054986,TRE
Agtr1b,ENSMUSG00000054988,TRE
AV320801,ENSMUSG00000054994,TRE
Naaladl1,ENSMUSG00000054999,TRE
Lrtm2,ENSMUSG00000055003,TRE
Cntn1,ENSMUSG00000055022,TRE
Gabrg3,ENSMUSG00000055026,TRE
Smyd1,ENSMUSG00000055027,TRE
Smyd3,ENSMUSG00000055067,TRE
Rab39,ENSMUSG00000055069,TRE
Gabra5,ENSMUSG00000055078,TRE
Zfp819,ENSMUSG00000055102,TRE
Anxa13,ENSMUSG00000055114,TRE
5033411D12Rik,ENSMUSG00000055137,TRE
Ifng,ENSMUSG00000055170,TRE
Fam72a,ENSMUSG00000055184,TRE
Zfp811,ENSMUSG00000055202,TRE
Foxd2,ENSMUSG00000055210,TRE
Wdr86,ENSMUSG00000055235,TRE
Ctsj,ENSMUSG00000055298,TRE
Adh7,ENSMUSG00000055301,TRE
0610012H03Rik,ENSMUSG00000055312,TRE
Fat2,ENSMUSG00000055333,TRE
4933400A11Rik,ENSMUSG00000055357,TRE
Prl2c5,ENSMUSG00000055360,TRE
Fut9,ENSMUSG00000055373,TRE
Mtap6,ENSMUSG00000055407,TRE
Nell1,ENSMUSG00000055409,TRE
Atp10b,ENSMUSG00000055415,TRE
Pcdh9,ENSMUSG00000055421,TRE
Gm7353,ENSMUSG00000055452,TRE
Epha6,ENSMUSG00000055540,TRE
Lair1,ENSMUSG00000055541,TRE
Timd4,ENSMUSG00000055546,TRE
Apobec4,ENSMUSG00000055547,TRE
4930502E18Rik,ENSMUSG00000055555,TRE
Spink5,ENSMUSG00000055561,TRE
Unc80,ENSMUSG00000055567,TRE
Tcp10b,ENSMUSG00000055602,TRE
Hba-x,ENSMUSG00000055609,TRE
B4galnt4,ENSMUSG00000055629,TRE
Dach1,ENSMUSG00000055639,TRE
4931431F19Rik,ENSMUSG00000055643,TRE
Gpc3,ENSMUSG00000055653,TRE
Ctsr,ENSMUSG00000055679,TRE
Tmem191c,ENSMUSG00000055692,TRE
Slain1,ENSMUSG00000055717,TRE
Ces2a,ENSMUSG00000055730,TRE
Nap1l3,ENSMUSG00000055733,TRE
Ldoc1l,ENSMUSG00000055745,TRE
Gsdmc4,ENSMUSG00000055748,TRE
Myh8,ENSMUSG00000055775,TRE
Abcd2,ENSMUSG00000055782,TRE
1700008P20Rik,ENSMUSG00000055826,TRE
1700034H15Rik,ENSMUSG00000055833,TRE
Fam19a3,ENSMUSG00000055865,TRE
Per2,ENSMUSG00000055866,TRE
Ubl4b,ENSMUSG00000055891,TRE
Tmem150a,ENSMUSG00000055912,TRE
Gm14137,ENSMUSG00000055926,TRE
Prr18,ENSMUSG00000055945,TRE
Fut2,ENSMUSG00000055978,TRE
9330182L06Rik,ENSMUSG00000056004,TRE
1700008F21Rik,ENSMUSG00000056018,TRE
Gm9989,ENSMUSG00000056023,TRE
Clca1,ENSMUSG00000056025,TRE
Cyp3a11,ENSMUSG00000056035,TRE
Rgs9bp,ENSMUSG00000056043,TRE
Sag,ENSMUSG00000056055,TRE
Fam105a,ENSMUSG00000056069,TRE
Grik2,ENSMUSG00000056073,TRE
Lipm,ENSMUSG00000056078,TRE
Rdh9,ENSMUSG00000056148,TRE
Car10,ENSMUSG00000056158,TRE
Cndp1,ENSMUSG00000056162,TRE
Col8a2,ENSMUSG00000056174,TRE
Snx32,ENSMUSG00000056185,TRE
4931417E11Rik,ENSMUSG00000056197,TRE
Lrguk,ENSMUSG00000056215,TRE
Spock1,ENSMUSG00000056222,TRE
Kcnq3,ENSMUSG00000056258,TRE
Lman1l,ENSMUSG00000056271,TRE
Ms4a4b,ENSMUSG00000056290,TRE
Gsdmc2,ENSMUSG00000056293,TRE
Synpr,ENSMUSG00000056296,TRE
6030405A18Rik,ENSMUSG00000056306,TRE
Gm9994,ENSMUSG00000056307,TRE
Hsd3b4,ENSMUSG00000056351,TRE
Actr3b,ENSMUSG00000056367,TRE
Gpr50,ENSMUSG00000056380,TRE
Adap1,ENSMUSG00000056413,TRE
Slit3,ENSMUSG00000056427,TRE
Cyct,ENSMUSG00000056436,TRE
Prl2c3,ENSMUSG00000056457,TRE
Stk30,ENSMUSG00000056458,TRE
Cd248,ENSMUSG00000056481,TRE
Chn1,ENSMUSG00000056486,TRE
1700001K19Rik,ENSMUSG00000056508,TRE
Gm9999,ENSMUSG00000056509,TRE
Ccdc18,ENSMUSG00000056531,TRE
Pign,ENSMUSG00000056536,TRE
Defb21,ENSMUSG00000056544,TRE
Mpz,ENSMUSG00000056569,TRE
Zfp658,ENSMUSG00000056592,TRE
Lrrc48,ENSMUSG00000056598,TRE
4931429L15Rik,ENSMUSG00000056617,TRE
Chst13,ENSMUSG00000056643,TRE
Hoxb8,ENSMUSG00000056648,TRE
Apol8,ENSMUSG00000056656,TRE
Retsat,ENSMUSG00000056666,TRE
Prelid2,ENSMUSG00000056671,TRE
Gpr173,ENSMUSG00000056679,TRE
Dnahc9,ENSMUSG00000056752,TRE
Grm7,ENSMUSG00000056755,TRE
Hmga2,ENSMUSG00000056758,TRE
Gm10010,ENSMUSG00000056771,TRE
Gm6812,ENSMUSG00000056815,TRE
1700028I16Rik,ENSMUSG00000056821,TRE
Ttc26,ENSMUSG00000056832,TRE
Pou3f4,ENSMUSG00000056854,TRE
Jakmip3,ENSMUSG00000056856,TRE
Gadl1,ENSMUSG00000056880,TRE
Hist3h2ba,ENSMUSG00000056895,TRE
Immp2l,ENSMUSG00000056899,TRE
Usp13,ENSMUSG00000056900,TRE
1700017N19Rik,ENSMUSG00000056912,TRE
Sipa1,ENSMUSG00000056917,TRE
Mab21l1,ENSMUSG00000056947,TRE
Gjc3,ENSMUSG00000056966,TRE
Magel2,ENSMUSG00000056972,TRE
Hamp2,ENSMUSG00000056978,TRE
Fam71d,ENSMUSG00000056987,TRE
Nxf3,ENSMUSG00000057000,TRE
Cfhr1,ENSMUSG00000057037,TRE
1700010B08Rik,ENSMUSG00000057047,TRE
Inca1,ENSMUSG00000057054,TRE
Skap1,ENSMUSG00000057058,TRE
Slc35f3,ENSMUSG00000057060,TRE
Fam47e,ENSMUSG00000057068,TRE
Ces1g,ENSMUSG00000057074,TRE
Cml1,ENSMUSG00000057103,TRE
AF366264,ENSMUSG00000057116,TRE
Cyp2d12,ENSMUSG00000057138,TRE
Prss2,ENSMUSG00000057163,TRE
Prl3d1,ENSMUSG00000057170,TRE
Rfx8,ENSMUSG00000057173,TRE
Gm166,ENSMUSG00000057176,TRE
Scn3a,ENSMUSG00000057182,TRE
Ceacam13,ENSMUSG00000057195,TRE
Armc7,ENSMUSG00000057219,TRE
Aadat,ENSMUSG00000057228,TRE
Aak1,ENSMUSG00000057230,TRE
Ms4a13,ENSMUSG00000057240,TRE
BC051142,ENSMUSG00000057246,TRE
2900006K08Rik,ENSMUSG00000057265,TRE
St6galnac2,ENSMUSG00000057286,TRE
Dub2a,ENSMUSG00000057321,TRE
Chst3,ENSMUSG00000057337,TRE
Apol9b,ENSMUSG00000057346,TRE
Ryr3,ENSMUSG00000057378,TRE
Ces1c,ENSMUSG00000057400,TRE
1700042B14Rik,ENSMUSG00000057402,TRE
Dcpp3,ENSMUSG00000057417,TRE
Ugt2b37,ENSMUSG00000057425,TRE
Lypd3,ENSMUSG00000057454,TRE
Rit2,ENSMUSG00000057455,TRE
Phex,ENSMUSG00000057457,TRE
Saa2,ENSMUSG00000057465,TRE
Gm15698,ENSMUSG00000057534,TRE
Lmcd1,ENSMUSG00000057604,TRE
Lce1a1,ENSMUSG00000057609,TRE
Ldoc1,ENSMUSG00000057615,TRE
A830018L16Rik,ENSMUSG00000057715,TRE
Gm5567,ENSMUSG00000057716,TRE
Sh3rf2,ENSMUSG00000057719,TRE
Serpinb9g,ENSMUSG00000057726,TRE
Prtn3,ENSMUSG00000057729,TRE
Megf6,ENSMUSG00000057751,TRE
1700007G11Rik,ENSMUSG00000057816,TRE
Xlr3a,ENSMUSG00000057836,TRE
Zfp105,ENSMUSG00000057895,TRE
Camk2b,ENSMUSG00000057897,TRE
Cacnb2,ENSMUSG00000057914,TRE
Unc13d,ENSMUSG00000057948,TRE
Fgf18,ENSMUSG00000057967,TRE
4933430I17Rik,ENSMUSG00000058046,TRE
Defb35,ENSMUSG00000058052,TRE
Trim31,ENSMUSG00000058063,TRE
Eml1,ENSMUSG00000058070,TRE
Nfam1,ENSMUSG00000058099,TRE
Gm5771,ENSMUSG00000058119,TRE
Xlr3c,ENSMUSG00000058147,TRE
Chsy3,ENSMUSG00000058152,TRE
Sez6l,ENSMUSG00000058153,TRE
BC017612,ENSMUSG00000058173,TRE
Gm5148,ENSMUSG00000058174,TRE
Gm5407,ENSMUSG00000058176,TRE
Mmel1,ENSMUSG00000058183,TRE
Serpina3k,ENSMUSG00000058207,TRE
BC021614,ENSMUSG00000058216,TRE
Kcnh1,ENSMUSG00000058248,TRE
1700008I05Rik,ENSMUSG00000058252,TRE
BC016201,ENSMUSG00000058253,TRE
Serpina9,ENSMUSG00000058260,TRE
Xlr5a,ENSMUSG00000058328,TRE
Ces5a,ENSMUSG00000058346,TRE
Gpr182,ENSMUSG00000058396,TRE
Qrfpr,ENSMUSG00000058400,TRE
Syt17,ENSMUSG00000058420,TRE
Cxcl2,ENSMUSG00000058427,TRE
Panx2,ENSMUSG00000058441,TRE
Zfp82,ENSMUSG00000058447,TRE
Gm8369,ENSMUSG00000058470,TRE
Kl,ENSMUSG00000058488,TRE
Rnf207,ENSMUSG00000058498,TRE
Pip,ENSMUSG00000058499,TRE
Mup5,ENSMUSG00000058523,TRE
Gpc6,ENSMUSG00000058571,TRE
Cela2a,ENSMUSG00000058579,TRE
Anks1b,ENSMUSG00000058589,TRE
AY761184,ENSMUSG00000058618,TRE
Adra2b,ENSMUSG00000058620,TRE
Speer4f,ENSMUSG00000058643,TRE
Kcnt1,ENSMUSG00000058740,TRE
Kcnj14,ENSMUSG00000058743,TRE
Osm,ENSMUSG00000058755,TRE
Nfe2,ENSMUSG00000058794,TRE
Col13a1,ENSMUSG00000058806,TRE
Lilrb3,ENSMUSG00000058818,TRE
Opn1sw,ENSMUSG00000058831,TRE
Deaf1,ENSMUSG00000058886,TRE
Col25a1,ENSMUSG00000058897,TRE
C1qtnf3,ENSMUSG00000058914,TRE
1700011I03Rik,ENSMUSG00000058925,TRE
1700018C11Rik,ENSMUSG00000058935,TRE
Cfi,ENSMUSG00000058952,TRE
Fam57b,ENSMUSG00000058966,TRE
Kcnc1,ENSMUSG00000058975,TRE
Usp17l5,ENSMUSG00000058976,TRE
Sh2d3c,ENSMUSG00000059013,TRE
Klk1b9,ENSMUSG00000059042,TRE
Gm10058,ENSMUSG00000059047,TRE
Frem1,ENSMUSG00000059049,TRE
Fcgr4,ENSMUSG00000059089,TRE
Ifitm6,ENSMUSG00000059108,TRE
Gm6772,ENSMUSG00000059114,TRE
Ntrk3,ENSMUSG00000059146,TRE
Pde1a,ENSMUSG00000059173,TRE
Fam19a1,ENSMUSG00000059187,TRE
Lep,ENSMUSG00000059201,TRE
Ddn,ENSMUSG00000059213,TRE
Gm13084,ENSMUSG00000059218,TRE
Defb4,ENSMUSG00000059230,TRE
Gzmd,ENSMUSG00000059256,TRE
Vpreb2,ENSMUSG00000059280,TRE
Vpreb1,ENSMUSG00000059305,TRE
Eda,ENSMUSG00000059327,TRE
Slc14a1,ENSMUSG00000059336,TRE
Nrsn2,ENSMUSG00000059361,TRE
Nkapl,ENSMUSG00000059395,TRE
Fxyd2,ENSMUSG00000059412,TRE
Gckr,ENSMUSG00000059434,TRE
Plac8l1,ENSMUSG00000059455,TRE
Ptk2b,ENSMUSG00000059456,TRE
B3gnt8,ENSMUSG00000059479,TRE
Plg,ENSMUSG00000059481,TRE
Tcea2,ENSMUSG00000059540,TRE
Ear5,ENSMUSG00000059606,TRE
Gm7361,ENSMUSG00000059645,TRE
Reg1,ENSMUSG00000059654,TRE
Stfa2l1,ENSMUSG00000059657,TRE
4930524N10Rik,ENSMUSG00000059663,TRE
Krt4,ENSMUSG00000059668,TRE
1700020N15Rik,ENSMUSG00000059690,TRE
1700019M22Rik,ENSMUSG00000059695,TRE
Myl3,ENSMUSG00000059741,TRE
Nrm,ENSMUSG00000059791,TRE
Kprp,ENSMUSG00000059832,TRE
Sclt1,ENSMUSG00000059834,TRE
Zfp874b,ENSMUSG00000059839,TRE
Kcng2,ENSMUSG00000059852,TRE
Hydin,ENSMUSG00000059854,TRE
Ntng1,ENSMUSG00000059857,TRE
Tsks,ENSMUSG00000059891,TRE
Dsc3,ENSMUSG00000059898,TRE
Tmem40,ENSMUSG00000059900,TRE
Mug1,ENSMUSG00000059908,TRE
Unc5c,ENSMUSG00000059921,TRE
9430015G10Rik,ENSMUSG00000059939,TRE
Serpinb12,ENSMUSG00000059956,TRE
Hspa2,ENSMUSG00000059970,TRE
Ntm,ENSMUSG00000059974,TRE
Nptx2,ENSMUSG00000059991,TRE
Fcrl1,ENSMUSG00000059994,TRE
Atp8b4,ENSMUSG00000060131,TRE
Klk1b7-ps,ENSMUSG00000060161,TRE
Kif27,ENSMUSG00000060176,TRE
Klk1b22,ENSMUSG00000060177,TRE
Cxcl17,ENSMUSG00000060188,TRE
Gm5868,ENSMUSG00000060204,TRE
Pcnxl2,ENSMUSG00000060212,TRE
Pyroxd2,ENSMUSG00000060224,TRE
Cend1,ENSMUSG00000060240,TRE
Pwwp2b,ENSMUSG00000060260,TRE
Zfp941,ENSMUSG00000060314,TRE
Acnat2,ENSMUSG00000060317,TRE
Caln1,ENSMUSG00000060371,TRE
Chst8,ENSMUSG00000060402,TRE
Cyp2a12,ENSMUSG00000060407,TRE
Trim5,ENSMUSG00000060441,TRE
Sycp2,ENSMUSG00000060445,TRE
Kng2,ENSMUSG00000060459,TRE
Gpr97,ENSMUSG00000060470,TRE
Samd5,ENSMUSG00000060487,TRE
4930522H14Rik,ENSMUSG00000060491,TRE
Nlrp9b,ENSMUSG00000060508,TRE
Xcr1,ENSMUSG00000060509,TRE
Gm10083,ENSMUSG00000060559,TRE
Mfap2,ENSMUSG00000060572,TRE
Layn,ENSMUSG00000060594,TRE
Cyp2c70,ENSMUSG00000060613,TRE
Ang4,ENSMUSG00000060615,TRE
1700019A02Rik,ENSMUSG00000060715,TRE
Tmsb15a,ENSMUSG00000060726,TRE
Prl7c1,ENSMUSG00000060738,TRE
Lrrtm1,ENSMUSG00000060780,TRE
Intu,ENSMUSG00000060798,TRE
Serpina6,ENSMUSG00000060807,TRE
Ctnna3,ENSMUSG00000060843,TRE
Kcnd2,ENSMUSG00000060882,TRE
Arr3,ENSMUSG00000060890,TRE
Csmd1,ENSMUSG00000060924,TRE
Trmt61a,ENSMUSG00000060950,TRE
Dmkn,ENSMUSG00000060962,TRE
Irx1,ENSMUSG00000060969,TRE
Galnt13,ENSMUSG00000060988,TRE
Cdh3,ENSMUSG00000061048,TRE
Gm5382,ENSMUSG00000061065,TRE
Mcpt4,ENSMUSG00000061068,TRE
Lsamp,ENSMUSG00000061080,TRE
Plac1,ENSMUSG00000061082,TRE
Gapdhs,ENSMUSG00000061099,TRE
Cyp4f39,ENSMUSG00000061126,TRE
Spink12,ENSMUSG00000061144,TRE
Sfmbt2,ENSMUSG00000061186,TRE
Gm10096,ENSMUSG00000061227,TRE
Tmprss11d,ENSMUSG00000061259,TRE
Tgif2lx1,ENSMUSG00000061283,TRE
Agbl4,ENSMUSG00000061298,TRE
Rag1,ENSMUSG00000061311,TRE
Dnaic1,ENSMUSG00000061322,TRE
Csn1s2b,ENSMUSG00000061388,TRE
Mageb5,ENSMUSG00000061392,TRE
Acvr2b,ENSMUSG00000061393,TRE
Krt79,ENSMUSG00000061397,TRE
Tmem151a,ENSMUSG00000061451,TRE
Nol10,ENSMUSG00000061458,TRE
Obscn,ENSMUSG00000061462,TRE
Sox21,ENSMUSG00000061517,TRE
Fam23a,ENSMUSG00000061531,TRE
4930534B04Rik,ENSMUSG00000061533,TRE
C1qtnf7,ENSMUSG00000061535,TRE
Orm2,ENSMUSG00000061540,TRE
Dpp6,ENSMUSG00000061576,TRE
Gpr114,ENSMUSG00000061577,TRE
Pclo,ENSMUSG00000061601,TRE
Mdc1,ENSMUSG00000061607,TRE
1700029P11Rik,ENSMUSG00000061633,TRE
Gm4871,ENSMUSG00000061707,TRE
Ppp1r1b,ENSMUSG00000061718,TRE
Tnnt3,ENSMUSG00000061723,TRE
Cyp2d22,ENSMUSG00000061740,TRE
Slc22a12,ENSMUSG00000061742,TRE
Tac1,ENSMUSG00000061762,TRE
Abpd,ENSMUSG00000061795,TRE
Armc4,ENSMUSG00000061802,TRE
Ces2c,ENSMUSG00000061825,TRE
Gm10104,ENSMUSG00000061845,TRE
Galntl6,ENSMUSG00000061864,TRE
BC048679,ENSMUSG00000061877,TRE
Sphk1,ENSMUSG00000061878,TRE
Ccdc62,ENSMUSG00000061882,TRE
Ugt2b38,ENSMUSG00000061906,TRE
Myt1l,ENSMUSG00000061911,TRE
Odf1,ENSMUSG00000061923,TRE
Csn1s2a,ENSMUSG00000061937,TRE
Serpina10,ENSMUSG00000061947,TRE
Ces1e,ENSMUSG00000061959,TRE
Dcpp1,ENSMUSG00000061980,TRE
Hsh2d,ENSMUSG00000062007,TRE
Zfp13,ENSMUSG00000062012,TRE
Abca14,ENSMUSG00000062017,TRE
Irgc1,ENSMUSG00000062028,TRE
Zfp27,ENSMUSG00000062040,TRE
5730460C07Rik,ENSMUSG00000062046,TRE
Lcn13,ENSMUSG00000062061,TRE
Trim54,ENSMUSG00000062077,TRE
Cd200r4,ENSMUSG00000062082,TRE
Unc13c,ENSMUSG00000062151,TRE
1700061J05Rik,ENSMUSG00000062154,TRE
Il28ra,ENSMUSG00000062157,TRE
Fmr1nb,ENSMUSG00000062170,TRE
Ces3b,ENSMUSG00000062181,TRE
Cyp2d34,ENSMUSG00000062185,TRE
Prl3d3,ENSMUSG00000062201,TRE
4933411G06Rik,ENSMUSG00000062224,TRE
Lhfpl5,ENSMUSG00000062252,TRE
Opcml,ENSMUSG00000062257,TRE
Fbxw24,ENSMUSG00000062275,TRE
Trank1,ENSMUSG00000062296,TRE
Rpp25,ENSMUSG00000062309,TRE
Glrp1,ENSMUSG00000062310,TRE
Cytl1,ENSMUSG00000062329,TRE
Serpinb9e,ENSMUSG00000062342,TRE
Serpinb2,ENSMUSG00000062345,TRE
Otof,ENSMUSG00000062372,TRE
Tubb3,ENSMUSG00000062380,TRE
Dgkk,ENSMUSG00000062393,TRE
Hsd3b3,ENSMUSG00000062410,TRE
Adam1b,ENSMUSG00000062438,TRE
Ap3b2,ENSMUSG00000062444,TRE
Gm9705,ENSMUSG00000062464,TRE
Ctrc,ENSMUSG00000062478,TRE
Nsl1,ENSMUSG00000062510,TRE
Zfp398,ENSMUSG00000062519,TRE
Ncr1,ENSMUSG00000062524,TRE
Syt9,ENSMUSG00000062542,TRE
Tlr12,ENSMUSG00000062545,TRE
Abph,ENSMUSG00000062556,TRE
Cys1,ENSMUSG00000062563,TRE
Armc9,ENSMUSG00000062590,TRE
Tubb4a,ENSMUSG00000062591,TRE
Kcnj15,ENSMUSG00000062609,TRE
H2afb1,ENSMUSG00000062651,TRE
Cav3,ENSMUSG00000062694,TRE
Tpbpb,ENSMUSG00000062705,TRE
Sim2,ENSMUSG00000062713,TRE
Ppox,ENSMUSG00000062729,TRE
Lypd4,ENSMUSG00000062732,TRE
Prl3d2,ENSMUSG00000062737,TRE
Prss1,ENSMUSG00000062751,TRE
1810041L15Rik,ENSMUSG00000062760,TRE
Tex101,ENSMUSG00000062773,TRE
Chia,ENSMUSG00000062778,TRE
Kcnc3,ENSMUSG00000062785,TRE
Hdac10,ENSMUSG00000062906,TRE
Stat4,ENSMUSG00000062939,TRE
Gm1568,ENSMUSG00000062961,TRE
A430107O13Rik,ENSMUSG00000062980,TRE
Msln,ENSMUSG00000063011,TRE
Ing2,ENSMUSG00000063049,TRE
Sox7,ENSMUSG00000063060,TRE
