,Smgc+_salivary_gland,Intercalated.duct_salivary_gland,Acinar_salivary_gland,Bpifa2+_salivary_gland,Basal.duct_salivary_gland,Striated.duct_salivary_gland,Myoepithelial_salivary_gland,GCT_salivary_gland,Ascl3+.duct_salivary_gland
Nit1,0.07076320052146912,0.08102238178253174,0.012629983015358448,0.02344648540019989,0.14321383833885193,0.06551303714513779,0.019627830013632774,0.0,0.09366022050380707
Pfdn2,0.5980768203735352,0.5993000864982605,0.08593173325061798,0.15522746741771698,0.6226757764816284,0.3783356845378876,0.45528677105903625,0.24218906462192535,0.47008123993873596
Gm37154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klhdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nectin4,0.07365334033966064,0.1534215658903122,0.0076800864189863205,0.038293350487947464,0.03048265539109707,0.02304515801370144,0.0,0.0,0.06026887148618698
Arhgap30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Usf1,0.0547885000705719,0.08193100988864899,0.009219784289598465,0.04114082455635071,0.02576029673218727,0.021280650049448013,0.031060054898262024,0.0,0.09916012734174728
Tstd1,0.011656537652015686,0.0,0.0006448354688473046,0.0,0.0,0.0,0.0,0.0,0.0
Gm26641,0.006308733485639095,0.014309578575193882,0.0004354901029728353,0.0017800406785681844,0.017590291798114777,0.022110264748334885,0.0,0.0580914244055748,0.0
F11r,0.19822019338607788,0.32727718353271484,0.03328687325119972,0.06657421588897705,0.1524340659379959,0.08325234800577164,0.1162320077419281,0.0,0.1908102184534073
B930036N10Rik,0.025199921801686287,0.04923780634999275,0.0037587503902614117,0.005627613980323076,0.01837860606610775,0.0035051670856773853,0.0,0.0,0.0
Gm24871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alyref2,0.04691339284181595,0.024888478219509125,0.01428195834159851,0.03017328307032585,0.052509140223264694,0.02308627776801586,0.1240253672003746,0.0525362566113472,0.06648094952106476
Gm9765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Itln1,0.0,0.0,0.0,0.024906164035201073,0.010873840190470219,0.0,0.0,0.0,0.0
Gm37450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cd244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ly9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slamf7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir7683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A630035G10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cd48,0.0,0.0,0.000768032856285572,0.0,0.0,0.009095973335206509,0.0,0.0,0.0
Gm37010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tma7-ps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm19030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm22950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slamf1,0.0054350243881344795,0.016061514616012573,0.0007253946387208998,0.0,0.020884038880467415,0.0,0.0,0.0,0.0
Cd84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm10521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37065,0.005218359176069498,0.0,0.0,0.0,0.011942205019295216,0.0,0.0,0.0,0.0
Slamf6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vangl2,0.013833885081112385,0.019718388095498085,0.0014461841201409698,0.0,0.06978479772806168,0.008412138558924198,0.0,0.0,0.04365001246333122
Nhlh1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ncstn,0.0468483567237854,0.14746826887130737,0.013533367775380611,0.04247625917196274,0.10050677508115768,0.09181977808475494,0.1017187088727951,0.06521470844745636,0.04626428708434105
Copa,0.18733997642993927,0.2991465926170349,0.09402645379304886,0.18207989633083344,0.2536810636520386,0.23790408670902252,0.31694135069847107,0.06964599341154099,0.15532299876213074
Gm38164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pex19,0.14842544496059418,0.09441767632961273,0.026359012350440025,0.05422867834568024,0.09810986369848251,0.11035628616809845,0.05944344773888588,0.059505611658096313,0.0
Gm10171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dcaf8,0.11003080010414124,0.2161889374256134,0.03336450830101967,0.08319422602653503,0.1852913498878479,0.11433415114879608,0.08345950394868851,0.06268380582332611,0.24876044690608978
Pea15a,0.09378467500209808,0.24050846695899963,0.004846295341849327,0.028482908383011818,0.07255922257900238,0.06222944334149361,0.0868290364742279,0.1897815763950348,0.033440038561820984
Casq1,0.0,0.0,0.0,0.0,0.0,0.0,0.02580689825117588,0.0,0.0
Gm17224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atp1a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igsf8,0.04153988137841225,0.040905166417360306,0.0066855973564088345,0.0023822104558348656,0.052182815968990326,0.026690009981393814,0.07746075093746185,0.0,0.033956270664930344
Atp1a2,0.0,0.0,0.0,0.0,0.009123516269028187,0.0,0.05881856009364128,0.0,0.0
Kcnj9,0.005678308662027121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kcnj10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pigm,0.01151425763964653,0.04176744073629379,0.012323450297117233,0.004474209621548653,0.03469109535217285,0.009708891622722149,0.020817968994379044,0.0,0.04453125596046448
Gm37145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm7804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slamf9,0.0,0.0,0.0007322065066546202,0.0,0.0,0.009165458381175995,0.0,0.0,0.0
Igsf9,0.03378854691982269,0.04384320229291916,0.0017984381411224604,0.0,0.06341895461082458,0.013370390050113201,0.0,0.0,0.0
Tagln2,0.34415361285209656,0.9299688339233398,0.042058028280735016,0.25640779733657837,1.0956240892410278,0.4442865252494812,0.18741118907928467,0.5955296754837036,0.6434816718101501
Gm37125,0.0,0.0,0.0,0.0,0.0,0.0,0.03284427151083946,0.0,0.0
Cfap45,0.0,0.017319172620773315,0.0,0.010791102424263954,0.006047379691153765,0.0046951305121183395,0.0,0.0,0.0
4933439K11Rik,0.004807888530194759,0.010730096139013767,0.004063865635544062,0.0,0.007206169422715902,0.016511352732777596,0.0,0.0,0.0
Vsig8,0.009912120178341866,0.0,0.0002733765577431768,0.00846925750374794,0.0,0.00898220669478178,0.02761046588420868,0.0,0.0
Slamf8,0.0,0.0,0.0011123924050480127,0.0,0.0,0.0,0.0,0.0,0.0
Fcrl6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusp23,0.008927685208618641,0.022086407989263535,0.005018983967602253,0.02011083997786045,0.008234711363911629,0.003657385241240263,0.02711087092757225,0.062051642686128616,0.0
Gm2710,0.0,0.0,0.0,0.0,0.0,0.008702971041202545,0.0,0.0,0.0
Gm22383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm24817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9430083B18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apcs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm42472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm42475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1409-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1407-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fcer1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mptx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ackr1,0.0,0.00792327057570219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cadm3,0.0,0.009363505989313126,0.002196839777752757,0.0,0.0,0.0,0.0,0.0,0.0
Aim2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm4955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BC094916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm44481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pydc4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pyhin1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm44339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pydc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm7871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AI607873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ifi204,0.0,0.0,0.0,0.0005562283331528306,0.0,0.0,0.0,0.0,0.0
Gm16340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm7897,0.0,0.0,0.0,0.0,0.12343031913042068,0.0,0.0,0.0,0.0
Gm38050,0.0,0.0,0.0,0.0,0.021380411460995674,0.0,0.0,0.0,0.0
Mndal,0.0051112729124724865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mnda,0.0,0.0,0.0,0.0010480835335329175,0.0,0.0,0.0,0.0,0.0
Ifi203,0.0,0.0,0.001460630213841796,0.008285691030323505,0.035967230796813965,0.0,0.0,0.0,0.0
Ifi202b,0.0,0.015221953392028809,0.0,0.0,0.4694789946079254,0.0044489395804703236,0.0,0.0,0.0
Gm18445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ifi205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr431-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr428-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr258-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr421-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm43440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spta1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mptx1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr416-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fmn2,0.00891643762588501,0.0036944756284356117,0.0030388066079467535,0.0,0.0,0.0,0.0,0.0,0.0
Grem2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rgs7,0.0,0.009363505989313126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730408A14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fh1,0.21753503382205963,0.22411303222179413,0.0371294841170311,0.04998937249183655,0.2255021631717682,0.3269135057926178,0.19414444267749786,0.2402452975511551,0.4338328242301941
Kmo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Opn3,0.0,0.0,0.0014930276665836573,0.0022680608090013266,0.006136922165751457,0.005640871822834015,0.0,0.0,0.04014277085661888
Chml,0.0,0.03184165433049202,0.0030585413333028555,0.0,0.014731751754879951,0.03163313865661621,0.0,0.0,0.03708530589938164
Wdr64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exo1,0.0,0.0,0.0013206115690991282,0.00355946714989841,0.017528101801872253,0.0,0.0,0.0,0.0
Gm23805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pld5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rbm8a2,0.0,0.008591314777731895,0.0018557441653683782,0.003195269964635372,0.020126279443502426,0.0044489395804703236,0.0,0.0,0.0
Gm38081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm17965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm17966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cep170,0.004261765629053116,0.020949779078364372,0.0,0.0,0.013714935630559921,0.0,0.054697562009096146,0.0,0.0
3110062G12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38104,0.0,0.0,0.0,0.0009142750641331077,0.0,0.0,0.0,0.0,0.0
Gm36992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sdccag8,0.016984425485134125,0.044238049536943436,0.0012751503381878138,0.0018519532168284059,0.007985861971974373,0.0060021947138011456,0.0,0.0,0.0
Gm38158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37490,0.0,0.012392360717058182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37519,0.003352465806528926,0.0,0.0005082970019429922,0.0,0.0,0.011993165127933025,0.0,0.0,0.0
Akt3,0.0,0.0036944756284356117,0.0,0.0,0.007752479985356331,0.0,0.025662902742624283,0.0,0.020607035607099533
Gm37960,0.0,0.0,0.0,0.0,0.0,0.006942500825971365,0.0,0.0,0.0
Gm37106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37598,0.0,0.0,0.0,0.0,0.019014528021216393,0.004722067154943943,0.0,0.0,0.0
Gm38146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37706,0.0,0.0,0.0,0.0,0.0,0.00783349759876728,0.0,0.0,0.0
Gm37463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zbtb18,0.019505003467202187,0.07439574599266052,0.016431115567684174,0.013845731504261494,0.03133616968989372,0.0,0.0,0.0,0.03668615594506264
Gm29856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310043L19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700016C15Rik,0.029908398166298866,0.11423046886920929,0.002720833057537675,0.004434519447386265,0.021420463919639587,0.052658628672361374,0.02263776957988739,0.101712167263031,0.06717674434185028
Adss,0.25557494163513184,0.2706570625305176,0.027845604345202446,0.06500290334224701,0.3389654755592346,0.18681415915489197,0.24168099462985992,0.17140395939350128,0.18160787224769592
Gm16585,0.0,0.0,0.0,0.0,0.009609570726752281,0.0,0.0,0.0,0.0
Gm7068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16432,0.0,0.0,0.0007322065066546202,0.0007363818003796041,0.0,0.007840132340788841,0.0,0.0,0.0
Gm37313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desi2,0.1733493059873581,0.07123807817697525,0.01851225271821022,0.02758798748254776,0.07749709486961365,0.05153226852416992,0.08521697670221329,0.0,0.0744427964091301
Gm8023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930527J03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B230369F24Rik,0.01073634997010231,0.014466959983110428,0.0,0.0,0.0,0.011651145294308662,0.034696370363235474,0.06345409154891968,0.0
Cox20,0.6824402809143066,0.5258582234382629,0.10629784315824509,0.1410340815782547,0.45003724098205566,0.7140961289405823,0.4272463917732239,0.8664432764053345,0.5708778500556946
Hnrnpu,0.5099774599075317,0.7864977121353149,0.11371394991874695,0.18784499168395996,0.8285219669342041,0.45219963788986206,0.5945305228233337,0.12402044236660004,0.46837320923805237
Gm38300,0.009810356423258781,0.0,0.0014089217875152826,0.0009298796067014337,0.013180909678339958,0.0,0.0,0.0,0.0
Gm27458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm24919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Efcab2,0.0,0.011742213740944862,0.0015441621653735638,0.006044256035238504,0.0,0.011021347716450691,0.0,0.0,0.0
Kif26b,0.0,0.016793813556432724,0.0,0.0,0.04756449535489082,0.04524800926446915,0.0,0.0,0.0
Gm24405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm34176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smyd3,0.02963986247777939,0.021164989098906517,0.003565773367881775,0.01592220366001129,0.027105899527668953,0.019696516916155815,0.02834620326757431,0.06848593056201935,0.05273975804448128
Gm5561,0.0051223477348685265,0.0,0.0004108245484530926,0.0009193315054289997,0.018640723079442978,0.0,0.0,0.0,0.0
Tfb2m,0.01380896009504795,0.04074643924832344,0.0054345508106052876,0.006335223093628883,0.04744761809706688,0.01760985516011715,0.022490300238132477,0.0,0.025859525427222252
Gm15480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cnst,0.031534235924482346,0.060319505631923676,0.004647770430892706,0.01561393029987812,0.07085566222667694,0.0060196928679943085,0.022490300238132477,0.0,0.07377146184444427
Sccpdh,0.017312224954366684,0.05300942808389664,0.011338295415043831,0.030585987493395805,0.09992092847824097,0.03809567913413048,0.14027366042137146,0.0525362566113472,0.036990322172641754
Gm1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahctf1,0.028815679252147675,0.06610795110464096,0.012714710086584091,0.02535584382712841,0.09189444780349731,0.03181803226470947,0.11294299364089966,0.0,0.0
Gm10518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37070,0.0,0.0,0.0007937339833006263,0.005890494212508202,0.018292495980858803,0.025505784898996353,0.05663377419114113,0.0,0.0
Cdc42bpa,0.01963954232633114,0.10410919785499573,0.011178730987012386,0.007496329955756664,0.048997074365615845,0.03691205382347107,0.10992144048213959,0.0,0.06345151364803314
Gm38169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coq8a,0.027626685798168182,0.01963299699127674,0.009840376675128937,0.01754613220691681,0.03796868026256561,0.012986837886273861,0.0,0.060404300689697266,0.027010632678866386
Gm37336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psen2,0.05019960552453995,0.0594644621014595,0.012994777411222458,0.0336756594479084,0.03316217660903931,0.025126716122031212,0.0,0.06238637492060661,0.0
Gm31728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Itpkb,0.033793192356824875,0.10666581243276596,0.08169127255678177,0.08735793828964233,0.03291325271129608,0.042297426611185074,0.21710315346717834,0.06727894395589828,0.24420469999313354
Gm37033,0.017784157767891884,0.055114153772592545,0.02401452139019966,0.026069430634379387,0.020758146420121193,0.048696424812078476,0.02859744243323803,0.0,0.04864590987563133
Gm37390,0.006090328563004732,0.010310216806828976,0.005894984118640423,0.0034345362801104784,0.0,0.0,0.0,0.0,0.0
Gm36933,0.0,0.0,0.0009335597278550267,0.0015402744757011533,0.0,0.0,0.0,0.0,0.0
Stum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parp1,0.06722351908683777,0.09650392085313797,0.02406853251159191,0.028038598597049713,0.23278000950813293,0.0836818590760231,0.0822521224617958,0.12838923931121826,0.05319943651556969
Mir6904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lin9,0.033819980919361115,0.01774555630981922,0.0019764951430261135,0.0027495359536260366,0.03329412639141083,0.00936163030564785,0.034057535231113434,0.0,0.0
Mixl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8101,0.004996784031391144,0.0,0.0,0.0,0.005486166104674339,0.0,0.0,0.0,0.0
Acbd3,0.060844071209430695,0.13332150876522064,0.027846582233905792,0.08440721035003662,0.11148978024721146,0.06369578093290329,0.021030671894550323,0.06600286066532135,0.04130470007658005
Gm37768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3f3a,1.9166303873062134,2.1098790168762207,0.39809536933898926,0.5634472966194153,2.4288933277130127,1.4891088008880615,2.1382861137390137,1.2899720668792725,1.8514082431793213
Gm17275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3f3aos,0.0,0.0072756377048790455,0.0,0.0,0.0,0.0,0.016844894737005234,0.0,0.0
Gm24836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sde2,0.10124557465314865,0.1465250551700592,0.010561938397586346,0.044059377163648605,0.23003126680850983,0.04384855180978775,0.06857886165380478,0.0,0.14081348478794098
Gm20305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lefty2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pycr2,0.20315586030483246,0.11299177259206772,0.061652716249227524,0.09848448634147644,0.17874597012996674,0.02963618002831936,0.15200768411159515,0.12276727706193924,0.06422431766986847
Lefty1,0.005284078419208527,0.012727349065244198,0.01899418793618679,0.012508594430983067,0.0051664067432284355,0.0,0.0,0.06071292608976364,0.0
Tmem63a,0.05677163973450661,0.07888482511043549,0.08421874791383743,0.04301124066114426,0.10896110534667969,0.10929156094789505,0.12339514493942261,0.06661400943994522,0.16926325857639313
2210411M09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ephx1,0.06391896307468414,0.23090142011642456,0.027498936280608177,0.0014864448457956314,0.06559914350509644,0.016010990366339684,0.143030047416687,0.0,0.15310591459274292
Gm37431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9130409I23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm17967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm6606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nvl,0.04288245365023613,0.06020005792379379,0.012915116734802723,0.00892606656998396,0.10832279920578003,0.026112983003258705,0.11809448152780533,0.0,0.09088099002838135
Fgfr3-ps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cnih4,0.1347419023513794,0.3375762403011322,0.021667206659913063,0.03786449134349823,0.24927067756652832,0.16507810354232788,0.14699216187000275,0.2774549722671509,0.32703956961631775
